screenName,tags,avatar,followersCount,friendsCount,lang,lastSeen,tweetId,id,friends
"""""""thedonholly""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/756380830864318464/C6z_DKvh_normal.jpg""""""",1178,953,"""""""en""""""",1472271611482,"""""""769310625105272832""""""",95756,"[34355, 26641, 39483, 53463, 35827]"
"""""""leslygram""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/760737932193914881/uY9-siQZ_normal.jpg""""""",478,386,"""""""en""""""",1472287157131,"""""""769454213575258112""""""",51590,"[93033, 90576, 95625, 94038, 54841, 67355, 13783, 85439, 74346, 53165]"
"""""""Spo0pyPhan""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/767389722465275907/Hhiwg72G_normal.jpg""""""",434,306,"""""""en""""""",1472264457460,"""""""769303393051418624""""""",85439,"[71991, 76435, 98571, 32446, 10988]"
"""""""tylerjoseoh""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/766602837836967938/f0aRIWO4_normal.jpg""""""",277,289,"""""""en""""""",1472263105289,"""""""769301390107619328""""""",54525,"[20639, 16365, 15113, 97562, 32390]"
"""""""kristiebrown15""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/743840458623819776/sVwpw612_normal.jpg""""""",294,534,"""""""en""""""",1472249264388,"""""""769293557639372801""""""",31728,[34941]
"""""""calieee_lynnn""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/753300892271738882/7_U2-Am__normal.jpg""""""",119,155,"""""""en""""""",1472268576696,"""""""769307502139715585""""""",51555,"[78595, 64963, 18756, 30952, 63336, 85096, 42059, 26641, 30483, 20467, 75509, 11257, 62524, 99615]"
"""""""LVCVA""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/2353187879/288wgwdcnjgyuskdh1g3_normal.jpeg""""""",41307,1238,"""""""en""""""",1472251914266,"""""""769294495280078848""""""",40978,"[58209, 37000, 25063, 90152, 84273]"
"""""""picklemags""""""","""[ """"#respecttylerjoseph"""" ]""","""""""http://pbs.twimg.com/profile_images/763988749906694145/ErEFQKr3_normal.jpg""""""",722,719,"""""""en""""""",1472250821495,"""""""769294167159611394""""""",57429,"[64963, 18756, 76070, 27142, 63336, 85096, 42059, 82512, 26641, 75509, 53463, 11257, 40635, 62524, 99615]"
"""""""whatsmma""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/725074062431510528/Crn23_pq_normal.jpg""""""",108,222,"""""""en""""""",1472258533415,"""""""769298475443888128""""""",96540,"[90531, 18884, 64963, 18756, 63336, 85096, 42059, 11257, 26641, 75509, 56473, 62524, 72669, 99615]"
"""""""mrdhey16""""""","""[ """"#nationaldogday"""" ]""","""""""http://pbs.twimg.com/profile_images/471464066154635264/iW517EKJ_normal.jpeg""""""",232,1128,"""""""en""""""",1472266921535,"""""""769305945079971841""""""",29417,[78827]
