index,Sku,Style Id,Catalog,Category,Weight,TP 1,TP 2,MRP Old,Final MRP Old,Ajio MRP,Amazon MRP,Amazon FBA MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Paytm MRP,Snapdeal MRP
613,Os257_15377_XL,Os257_15377,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
614,Os257_15377_2XL,Os257_15377,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
615,Os257_15377_3XL,Os257_15377,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
616,Os258_15378_S,Os258_15378,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
617,Os258_15378_M,Os258_15378,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
618,Os258_15378_L,Os258_15378,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
619,Os258_15378_XL,Os258_15378,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
620,Os258_15378_2XL,Os258_15378,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
621,Os258_15378_3XL,Os258_15378,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
622,Os259_15379_S,Os259_15379,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
623,Os259_15379_M,Os259_15379,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
624,Os259_15379_L,Os259_15379,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
625,Os259_15379_XL,Os259_15379,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
626,Os259_15379_2XL,Os259_15379,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
627,Os259_15379_3XL,Os259_15379,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
628,Os260_15380_S,Os260_15380,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
629,Os260_15380_M,Os260_15380,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
630,Os260_15380_L,Os260_15380,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
631,Os260_15380_XL,Os260_15380,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
632,Os260_15380_2XL,Os260_15380,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
633,Os260_15380_3XL,Os260_15380,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
634,Os261_15381_S,Os261_15381,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
635,Os261_15381_M,Os261_15381,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
636,Os261_15381_L,Os261_15381,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
637,Os261_15381_XL,Os261_15381,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
638,Os261_15381_2XL,Os261_15381,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
639,Os261_15381_3XL,Os261_15381,Mix,Kurta,0.3,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
640,Os263_15383_S,Os263_15383,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1695
641,Os263_15383_M,Os263_15383,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1695
642,Os263_15383_L,Os263_15383,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1695
643,Os263_15383_XL,Os263_15383,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1695
644,Os263_15383_2XL,Os263_15383,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1695
645,Os263_15383_3XL,Os263_15383,Mix,Kurta,0.3,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1695
646,Os1076_S,Os1076,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
647,Os1076_M,Os1076,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
648,Os1076_L,Os1076,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
649,Os1076_XL,Os1076,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
650,Os1076_2XL,Os1076,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
651,Os1076_3XL,Os1076,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
652,Os1074_S,Os1074,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
653,Os1074_M,Os1074,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
654,Os1074_L,Os1074,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
655,Os1074_XL,Os1074,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
656,Os1074_2XL,Os1074,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
657,Os1074_3XL,Os1074,Surmaya,Kurta Set,0.4,1040,842.40,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
658,Os1060_S,Os1060,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
659,Os1060_M,Os1060,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
660,Os1060_L,Os1060,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
661,Os1060_XL,Os1060,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
662,Os1060_2XL,Os1060,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
663,Os1060_3XL,Os1060,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
664,Os1086_S,Os1086,Surmaya,Kurta Set,0.4,940,761.40,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
665,Os1086_M,Os1086,Surmaya,Kurta Set,0.4,940,761.40,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
666,Os1086_L,Os1086,Surmaya,Kurta Set,0.4,940,761.40,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
667,Os1086_XL,Os1086,Surmaya,Kurta Set,0.4,940,761.40,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
668,Os1086_2XL,Os1086,Surmaya,Kurta Set,0.4,940,761.40,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
669,Os1086_3XL,Os1086,Surmaya,Kurta Set,0.4,940,761.40,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
670,Os1087_S,Os1087,Surmaya,Kurta Set,0.4,925,749.25,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250
671,Os1087_M,Os1087,Surmaya,Kurta Set,0.4,925,749.25,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250
672,Os1087_L,Os1087,Surmaya,Kurta Set,0.4,925,749.25,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250
673,Os1087_XL,Os1087,Surmaya,Kurta Set,0.4,925,749.25,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250
674,Os1087_2XL,Os1087,Surmaya,Kurta Set,0.4,925,749.25,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250
675,Os1087_3XL,Os1087,Surmaya,Kurta Set,0.4,925,749.25,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250
676,Os1051_S,Os1051,Surmaya,Kurta Set,0.4,900,729.00,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
677,Os1051_M,Os1051,Surmaya,Kurta Set,0.4,900,729.00,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
678,Os1051_L,Os1051,Surmaya,Kurta Set,0.4,900,729.00,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
679,Os1051_XL,Os1051,Surmaya,Kurta Set,0.4,900,729.00,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
680,Os1051_2XL,Os1051,Surmaya,Kurta Set,0.4,900,729.00,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
681,Os1051_3XL,Os1051,Surmaya,Kurta Set,0.4,900,729.00,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
682,Os1137_S,Os1137,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
683,Os1137_M,Os1137,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
684,Os1137_L,Os1137,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
685,Os1137_XL,Os1137,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
686,Os1137_2XL,Os1137,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
687,Os1137_3XL,Os1137,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
688,Os1144_S,Os1144,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
689,Os1144_M,Os1144,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
690,Os1144_L,Os1144,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
691,Os1144_XL,Os1144,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
692,Os1144_2XL,Os1144,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
693,Os1144_3XL,Os1144,Surmaya,Kurta Set,0.4,1150,931.50,2695,2695,2695,2695,2695,2695,2695,2695,2695,2695
694,Os1106_S,Os1106,Surmaya,Kurta Set,0.4,910,737.10,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
695,Os1106_M,Os1106,Surmaya,Kurta Set,0.4,910,737.10,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
696,Os1106_L,Os1106,Surmaya,Kurta Set,0.4,910,737.10,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
697,Os1106_XL,Os1106,Surmaya,Kurta Set,0.4,910,737.10,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
698,Os1106_2XL,Os1106,Surmaya,Kurta Set,0.4,910,737.10,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
699,Os1106_3XL,Os1106,Surmaya,Kurta Set,0.4,910,737.10,2150,2150,2150,2150,2150,2150,2150,2150,2150,2150
700,Os147_15288_XS,Os147_15288,Mix,Tops,0.2,361,292.41,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
701,Os147_15288_S,Os147_15288,Mix,Tops,0.2,361,292.41,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
702,Os147_15288_M,Os147_15288,Mix,Tops,0.2,361,292.41,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
703,Os147_15288_L,Os147_15288,Mix,Tops,0.2,361,292.41,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
704,Os147_15288_XL,Os147_15288,Mix,Tops,0.2,361,292.41,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
705,Os213_15284_XS,Os213_15284,Mix,Tops,0.2,375,303.75,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
706,Os213_15284_S,Os213_15284,Mix,Tops,0.2,375,303.75,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
707,Os213_15284_M,Os213_15284,Mix,Tops,0.2,375,303.75,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
708,Os213_15284_L,Os213_15284,Mix,Tops,0.2,375,303.75,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
709,Os213_15284_XL,Os213_15284,Mix,Tops,0.2,375,303.75,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
710,Os169_S,Os169,Mix,Kurta,0.3,435,352.35,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
711,Os169_M,Os169,Mix,Kurta,0.3,435,352.35,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
712,Os169_L,Os169,Mix,Kurta,0.3,435,352.35,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
713,Os169_XL,Os169,Mix,Kurta,0.3,435,352.35,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
714,Os169_2XL,Os169,Mix,Kurta,0.3,435,352.35,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
715,Os169_3XL,Os169,Mix,Kurta,0.3,435,352.35,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
716,Os142_XS,Os142,Mix,Tops,0.2,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
717,Os142_S,Os142,Mix,Tops,0.2,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
718,Os142_M,Os142,Mix,Tops,0.2,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
719,Os142_L,Os142,Mix,Tops,0.2,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
720,Os142_XL,Os142,Mix,Tops,0.2,395,319.95,1695,1695,1695,1695,1695,1695,1695,1695,1695,1695
721,Os144_XS,Os144,Mix,Tops,0.2,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
722,Os144_S,Os144,Mix,Tops,0.2,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
723,Os144_M,Os144,Mix,Tops,0.2,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
724,Os144_L,Os144,Mix,Tops,0.2,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
725,Os144_XL,Os144,Mix,Tops,0.2,425,344.25,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
726,Os145_XS,Os145,Mix,Tops,0.2,450,364.50,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
727,Os145_S,Os145,Mix,Tops,0.2,450,364.50,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
728,Os145_M,Os145,Mix,Tops,0.2,450,364.50,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
729,Os145_L,Os145,Mix,Tops,0.2,450,364.50,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
730,Os145_XL,Os145,Mix,Tops,0.2,450,364.50,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
731,Os146_XS,Os146,Mix,Tops,0.2,415,336.15,1795,1795,1795,1795,1795,1895,1795,1795,1795,1795
732,Os146_S,Os146,Mix,Tops,0.2,415,336.15,1795,1795,1795,1795,1795,1895,1795,1795,1795,1795
733,Os146_M,Os146,Mix,Tops,0.2,415,336.15,1795,1795,1795,1795,1795,1895,1795,1795,1795,1795
734,Os146_L,Os146,Mix,Tops,0.2,415,336.15,1795,1795,1795,1795,1795,1895,1795,1795,1795,1795
735,Os146_XL,Os146,Mix,Tops,0.2,415,336.15,1795,1795,1795,1795,1795,1895,1795,1795,1795,1795
736,Os1111_S,Os1111,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
737,Os1111_M,Os1111,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
738,Os1111_L,Os1111,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
739,Os1111_XL,Os1111,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
740,Os1111_2XL,Os1111,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
741,Os1111_3XL,Os1111,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
742,Os1071_S,Os1071,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
743,Os1071_M,Os1071,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
744,Os1071_L,Os1071,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
745,Os1071_XL,Os1071,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
746,Os1071_2XL,Os1071,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
747,Os1071_3XL,Os1071,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
748,Os1081_S,Os1081,Surmaya,Kurta Set,0.4,895,724.95,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
749,Os1081_M,Os1081,Surmaya,Kurta Set,0.4,895,724.95,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
750,Os1081_L,Os1081,Surmaya,Kurta Set,0.4,895,724.95,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
751,Os1081_XL,Os1081,Surmaya,Kurta Set,0.4,895,724.95,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
752,Os1081_2XL,Os1081,Surmaya,Kurta Set,0.4,895,724.95,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
753,Os1081_3XL,Os1081,Surmaya,Kurta Set,0.4,895,724.95,2195,2195,2195,2195,2195,2195,2195,2195,2195,2195
754,Os1088_S,Os1088,Surmaya,Kurta Set,0.4,875,708.75,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050
755,Os1088_M,Os1088,Surmaya,Kurta Set,0.4,875,708.75,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050
756,Os1088_L,Os1088,Surmaya,Kurta Set,0.4,875,708.75,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050
757,Os1088_XL,Os1088,Surmaya,Kurta Set,0.4,875,708.75,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050
758,Os1088_2XL,Os1088,Surmaya,Kurta Set,0.4,875,708.75,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050
759,Os1088_3XL,Os1088,Surmaya,Kurta Set,0.4,875,708.75,2050,2050,2050,2050,2050,2050,2050,2050,2050,2050
760,Os1084_S,Os1084,Surmaya,Kurta Set,0.4,1050,850.50,2395,2395,2395,2395,2395,2395,2395,2395,2395,2395
761,Os1084_M,Os1084,Surmaya,Kurta Set,0.4,1050,850.50,2395,2395,2395,2395,2395,2395,2395,2395,2395,2395
762,Os1084_L,Os1084,Surmaya,Kurta Set,0.4,1050,850.50,2395,2395,2395,2395,2395,2395,2395,2395,2395,2395
763,Os1084_XL,Os1084,Surmaya,Kurta Set,0.4,1050,850.50,2395,2395,2395,2395,2395,2395,2395,2395,2395,2395
764,Os1084_2XL,Os1084,Surmaya,Kurta Set,0.4,1050,850.50,2395,2395,2395,2395,2395,2395,2395,2395,2395,2395
765,Os1084_3XL,Os1084,Surmaya,Kurta Set,0.4,1050,850.50,2395,2395,2395,2395,2395,2395,2395,2395,2395,2395
766,Os1120_S,Os1120,Surmaya,Kurta Set,0.4,510,413.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
767,Os1120_M,Os1120,Surmaya,Kurta Set,0.4,510,413.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
768,Os1120_L,Os1120,Surmaya,Kurta Set,0.4,510,413.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
769,Os1120_XL,Os1120,Surmaya,Kurta Set,0.4,510,413.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
770,Os1120_2XL,Os1120,Surmaya,Kurta Set,0.4,510,413.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
771,Os1120_3XL,Os1120,Surmaya,Kurta Set,0.4,510,413.10,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
772,Os1097_S,Os1097,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
773,Os1097_M,Os1097,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
774,Os1097_L,Os1097,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
775,Os1097_XL,Os1097,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
776,Os1097_2XL,Os1097,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
777,Os1097_3XL,Os1097,Surmaya,Kurta Set,0.4,825,668.25,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
778,Os1094_S,Os1094,Surmaya,Kurta Set,0.4,845,684.45,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
779,Os1094_M,Os1094,Surmaya,Kurta Set,0.4,845,684.45,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
780,Os1094_L,Os1094,Surmaya,Kurta Set,0.4,845,684.45,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
781,Os1094_XL,Os1094,Surmaya,Kurta Set,0.4,845,684.45,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
782,Os1094_2XL,Os1094,Surmaya,Kurta Set,0.4,845,684.45,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
783,Os1094_3XL,Os1094,Surmaya,Kurta Set,0.4,845,684.45,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
784,Os1064_S,Os1064,Surmaya,Kurta Set,0.4,695,562.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
785,Os1064_M,Os1064,Surmaya,Kurta Set,0.4,695,562.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
786,Os1064_L,Os1064,Surmaya,Kurta Set,0.4,695,562.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
787,Os1064_XL,Os1064,Surmaya,Kurta Set,0.4,695,562.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
788,Os1064_2XL,Os1064,Surmaya,Kurta Set,0.4,695,562.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
789,Os1064_3XL,Os1064,Surmaya,Kurta Set,0.4,695,562.95,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895
790,Os1091_S,Os1091,Surmaya,Kurta Set,0.4,1140,923.40,2595,2595,2595,2595,2595,2595,2595,2595,2595,2595
791,Os1091_M,Os1091,Surmaya,Kurta Set,0.4,1140,923.40,2595,2595,2595,2595,2595,2595,2595,2595,2595,2595
792,Os1091_L,Os1091,Surmaya,Kurta Set,0.4,1140,923.40,2595,2595,2595,2595,2595,2595,2595,2595,2595,2595
793,Os1091_XL,Os1091,Surmaya,Kurta Set,0.4,1140,923.40,2595,2595,2595,2595,2595,2595,2595,2595,2595,2595
794,Os1091_2XL,Os1091,Surmaya,Kurta Set,0.4,1140,923.40,2595,2595,2595,2595,2595,2595,2595,2595,2595,2595
795,Os1091_3XL,Os1091,Surmaya,Kurta Set,0.4,1140,923.40,2595,2595,2595,2595,2595,2595,2595,2595,2595,2595
796,Os1090_S,Os1090,Surmaya,Kurta Set,0.4,980,793.80,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
797,Os1090_M,Os1090,Surmaya,Kurta Set,0.4,980,793.80,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
798,Os1090_L,Os1090,Surmaya,Kurta Set,0.4,980,793.80,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
799,Os1090_XL,Os1090,Surmaya,Kurta Set,0.4,980,793.80,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
800,Os1090_2XL,Os1090,Surmaya,Kurta Set,0.4,980,793.80,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
801,Os1090_3XL,Os1090,Surmaya,Kurta Set,0.4,980,793.80,2295,2295,2295,2295,2295,2295,2295,2295,2295,2295
802,Os1068_S,Os1068,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
803,Os1068_M,Os1068,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
804,Os1068_L,Os1068,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
805,Os1068_XL,Os1068,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
806,Os1068_2XL,Os1068,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
807,Os1068_3XL,Os1068,Surmaya,Kurta Set,0.4,950,769.50,2495,2495,2495,2495,2495,2495,2495,2495,2495,2495
808,Os273_S,Os273,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
809,Os273_M,Os273,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
810,Os273_L,Os273,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
811,Os273_XL,Os273,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
812,Os273_2XL,Os273,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
813,Os273_3XL,Os273,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
814,Os272_S,Os272,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
815,Os272_M,Os272,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
816,Os272_L,Os272,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
817,Os272_XL,Os272,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
818,Os272_2XL,Os272,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
819,Os272_3XL,Os272,Four Gems 2,Kurta Set,0.4,680,550.80,2795,2795,2995,2795,2795,2795,2795,2795,2795,2795
