index,SKU Code,Design No.,Stock,Category,Size,Color
7786,SET185-KR-NP-XS,SET185,26.0,KURTA SET,XS,Mustard
7787,SET185-KR-NP-XXL,SET185,38.0,KURTA SET,XXL,Mustard
7788,SET185-KR-NP-XXXL,SET185,7.0,KURTA SET,XXXL,Mustard
7789,SET186-KR-DH-L,SET186,13.0,KURTA SET,L,Navy Blue
7790,SET186-KR-DH-M,SET186,94.0,KURTA SET,M,Navy Blue
7791,SET186-KR-DH-S,SET186,38.0,KURTA SET,S,Navy Blue
7792,SET186-KR-DH-XL,SET186,38.0,KURTA SET,XL,Navy Blue
7793,SET186-KR-DH-XS,SET186,108.0,KURTA SET,XS,Navy Blue
7794,SET186-KR-DH-XXL,SET186,1.0,KURTA SET,XXL,Navy Blue
7795,SET186-KR-DH-XXXL,SET186,0.0,KURTA SET,XXXL,Navy Blue
7796,SET187-KR-DH-L,SET187,113.0,KURTA SET,L,Peach
7797,SET187-KR-DH-M,SET187,318.0,KURTA SET,M,Peach
7798,SET187-KR-DH-S,SET187,136.0,KURTA SET,S,Peach
7799,SET187-KR-DH-XL,SET187,71.0,KURTA SET,XL,Peach
7800,SET187-KR-DH-XS,SET187,102.0,KURTA SET,XS,Peach
7801,SET187-KR-DH-XXL,SET187,63.0,KURTA SET,XXL,Peach
7802,SET187-KR-DH-XXXL,SET187,52.0,KURTA SET,XXXL,Peach
7803,SET188-KR-NP-L,SET188,30.0,KURTA SET,L,Pink
7804,SET188-KR-NP-M,SET188,85.0,KURTA SET,M,Pink
7805,SET188-KR-NP-S,SET188,31.0,KURTA SET,S,Pink
7806,SET188-KR-NP-XL,SET188,10.0,KURTA SET,XL,Pink
7807,SET188-KR-NP-XS,SET188,106.0,KURTA SET,XS,Pink
7808,SET188-KR-NP-XXL,SET188,13.0,KURTA SET,XXL,Pink
7809,SET188-KR-NP-XXXL,SET188,58.0,KURTA SET,XXXL,Pink
7810,SET191-KR-PP-L,SET191,1.0,KURTA SET,L,Navy Blue
7811,SET191-KR-PP-M,SET191,2.0,KURTA SET,M,Navy Blue
7812,SET191-KR-PP-S,SET191,3.0,KURTA SET,S,Navy Blue
7813,SET191-KR-PP-XL,SET191,3.0,KURTA SET,XL,Navy Blue
7814,SET191-KR-PP-XS,SET191,35.0,KURTA SET,XS,Navy Blue
7815,SET191-KR-PP-XXL,SET191,2.0,KURTA SET,XXL,Navy Blue
7816,SET191-KR-PP-XXXL,SET191,1.0,KURTA SET,XXXL,Navy Blue
7817,SET192-KR-NP-L,SET192,3.0,KURTA SET,L,Teal
7818,SET192-KR-NP-M,SET192,6.0,KURTA SET,M,Teal
7819,SET192-KR-NP-S,SET192,18.0,KURTA SET,S,Teal
7820,SET192-KR-NP-XL,SET192,4.0,KURTA SET,XL,Teal
7821,SET192-KR-NP-XS,SET192,25.0,KURTA SET,XS,Teal
7822,SET192-KR-NP-XXL,SET192,7.0,KURTA SET,XXL,Teal
7823,SET192-KR-NP-XXXL,SET192,8.0,KURTA SET,XXXL,Teal
7824,SET193-KR-NP-L,SET193,1.0,KURTA SET,L,Pink
7825,SET193-KR-NP-M,SET193,4.0,KURTA SET,M,Pink
7826,SET193-KR-NP-S,SET193,29.0,KURTA SET,S,Pink
7827,SET193-KR-NP-XL,SET193,11.0,KURTA SET,XL,Pink
7828,SET193-KR-NP-XS,SET193,10.0,KURTA SET,XS,Pink
7829,SET193-KR-NP-XXL,SET193,32.0,KURTA SET,XXL,Pink
7830,SET193-KR-NP-XXXL,SET193,42.0,KURTA SET,XXXL,Pink
7831,SET194-KR-NP-L,SET194,84.0,KURTA SET,L,Mustard
7832,SET194-KR-NP-M,SET194,96.0,KURTA SET,M,Mustard
7833,SET194-KR-NP-S,SET194,53.0,KURTA SET,S,Mustard
7834,SET194-KR-NP-XL,SET194,27.0,KURTA SET,XL,Mustard
7835,SET194-KR-NP-XS,SET194,114.0,KURTA SET,XS,Mustard
7836,SET194-KR-NP-XXL,SET194,167.0,KURTA SET,XXL,Mustard
7837,SET194-KR-NP-XXXL,SET194,82.0,KURTA SET,XXXL,Mustard
7838,SET195-KR-NP-L,SET195,8.0,KURTA SET,L,Beige
7839,SET195-KR-NP-M,SET195,3.0,KURTA SET,M,Beige
7840,SET195-KR-NP-S,SET195,6.0,KURTA SET,S,Beige
7841,SET195-KR-NP-XL,SET195,4.0,KURTA SET,XL,Beige
7842,SET195-KR-NP-XS,SET195,19.0,KURTA SET,XS,Beige
7843,SET195-KR-NP-XXL,SET195,7.0,KURTA SET,XXL,Beige
7844,SET195-KR-NP-XXXL,SET195,16.0,KURTA SET,XXXL,Beige
7845,SET196-KR-NP-L,SET196,51.0,KURTA SET,L,Red
7846,SET196-KR-NP-M,SET196,85.0,KURTA SET,M,Red
7847,SET196-KR-NP-S,SET196,81.0,KURTA SET,S,Red
7848,SET196-KR-NP-XL,SET196,40.0,KURTA SET,XL,Red
7849,SET196-KR-NP-XS,SET196,67.0,KURTA SET,XS,Red
7850,SET196-KR-NP-XXL,SET196,26.0,KURTA SET,XXL,Red
7851,SET196-KR-NP-XXXL,SET196,22.0,KURTA SET,XXXL,Red
7852,SET197-KR-NP-L,SET197,358.0,KURTA SET,L,Mustard
7853,SET197-KR-NP-M,SET197,11.0,KURTA SET,M,Mustard
7854,SET197-KR-NP-S,SET197,196.0,KURTA SET,S,Mustard
7855,SET197-KR-NP-XL,SET197,117.0,KURTA SET,XL,Mustard
7856,SET197-KR-NP-XS,SET197,191.0,KURTA SET,XS,Mustard
7857,SET197-KR-NP-XXL,SET197,104.0,KURTA SET,XXL,Mustard
7858,SET197-KR-NP-XXXL,SET197,49.0,KURTA SET,XXXL,Mustard
7859,SET198-KR-NP-L,SET198,2.0,KURTA SET,L,Pink
7860,SET198-KR-NP-M,SET198,3.0,KURTA SET,M,Pink
7861,SET198-KR-NP-S,SET198,4.0,KURTA SET,S,Pink
7862,SET198-KR-NP-XL,SET198,3.0,KURTA SET,XL,Pink
7863,SET198-KR-NP-XS,SET198,25.0,KURTA SET,XS,Pink
7864,SET198-KR-NP-XXL,SET198,3.0,KURTA SET,XXL,Pink
7865,SET198-KR-NP-XXXL,SET198,2.0,KURTA SET,XXXL,Pink
7866,SET199-KR-NP-L,SET199,11.0,KURTA SET,L,Peach
7867,SET199-KR-NP-M,SET199,44.0,KURTA SET,M,Peach
7868,SET199-KR-NP-S,SET199,45.0,KURTA SET,S,Peach
7869,SET199-KR-NP-XL,SET199,5.0,KURTA SET,XL,Peach
7870,SET199-KR-NP-XS,SET199,40.0,KURTA SET,XS,Peach
7871,SET199-KR-NP-XXL,SET199,7.0,KURTA SET,XXL,Peach
7872,SET199-KR-NP-XXXL,SET199,21.0,KURTA SET,XXXL,Peach
7873,SET200-KR-NP-L,SET200,1.0,KURTA SET,L,Maroon
7874,SET200-KR-NP-M,SET200,3.0,KURTA SET,M,Maroon
7875,SET200-KR-NP-S,SET200,13.0,KURTA SET,S,Maroon
7876,SET200-KR-NP-XL,SET200,2.0,KURTA SET,XL,Maroon
7877,SET200-KR-NP-XS,SET200,68.0,KURTA SET,XS,Maroon
7878,SET200-KR-NP-XXL,SET200,5.0,KURTA SET,XXL,Maroon
7879,SET200-KR-NP-XXXL,SET200,1.0,KURTA SET,XXXL,Maroon
7880,SET201-KR-NP-L,SET201,2.0,KURTA SET,L,Olive
7881,SET201-KR-NP-M,SET201,4.0,KURTA SET,M,Olive
7882,SET201-KR-NP-S,SET201,2.0,KURTA SET,S,Olive
7883,SET201-KR-NP-XL,SET201,2.0,KURTA SET,XL,Olive
7884,SET201-KR-NP-XS,SET201,11.0,KURTA SET,XS,Olive
7885,SET201-KR-NP-XXL,SET201,1.0,KURTA SET,XXL,Olive
7886,SET201-KR-NP-XXXL,SET201,2.0,KURTA SET,XXXL,Olive
7887,SET202-KR-NP-L,SET202,0.0,KURTA SET,L,Teal
7888,SET202-KR-NP-M,SET202,0.0,KURTA SET,M,Teal
7889,SET202-KR-NP-S,SET202,0.0,KURTA SET,S,Teal
7890,SET202-KR-NP-XL,SET202,1.0,KURTA SET,XL,Teal
7891,SET202-KR-NP-XS,SET202,0.0,KURTA SET,XS,Teal
7892,SET202-KR-NP-XXL,SET202,0.0,KURTA SET,XXL,Teal
7893,SET202-KR-NP-XXXL,SET202,1.0,KURTA SET,XXXL,Teal
7894,SET203-KR-DPT-L,SET203,8.0,KURTA SET,L,Maroon
7895,SET203-KR-DPT-M,SET203,37.0,KURTA SET,M,Maroon
7896,SET203-KR-DPT-S,SET203,16.0,KURTA SET,S,Maroon
7897,SET203-KR-DPT-XL,SET203,7.0,KURTA SET,XL,Maroon
7898,SET203-KR-DPT-XS,SET203,14.0,KURTA SET,XS,Maroon
7899,SET203-KR-DPT-XXL,SET203,12.0,KURTA SET,XXL,Maroon
7900,SET203-KR-DPT-XXXL,SET203,8.0,KURTA SET,XXXL,Maroon
7901,SET204-KR-DPT-L,SET204,4.0,KURTA SET,L,Green
7902,SET204-KR-DPT-M,SET204,2.0,KURTA SET,M,Green
7903,SET204-KR-DPT-S,SET204,5.0,KURTA SET,S,Green
7904,SET204-KR-DPT-XL,SET204,4.0,KURTA SET,XL,Green
7905,SET204-KR-DPT-XS,SET204,3.0,KURTA SET,XS,Green
7906,SET204-KR-DPT-XXL,SET204,3.0,KURTA SET,XXL,Green
7907,SET204-KR-DPT-XXXL,SET204,5.0,KURTA SET,XXXL,Green
7908,SET205-KR-DPT-L,SET205,2.0,KURTA SET,L,Yellow
7909,SET205-KR-DPT-M,SET205,9.0,KURTA SET,M,Yellow
7910,SET205-KR-DPT-S,SET205,15.0,KURTA SET,S,Yellow
7911,SET205-KR-DPT-XL,SET205,3.0,KURTA SET,XL,Yellow
7912,SET205-KR-DPT-XS,SET205,15.0,KURTA SET,XS,Yellow
7913,SET205-KR-DPT-XXL,SET205,6.0,KURTA SET,XXL,Yellow
7914,SET205-KR-DPT-XXXL,SET205,4.0,KURTA SET,XXXL,Yellow
7915,SET206-KR-PP-L,SET206,0.0,KURTA SET,L,Cream
7916,SET206-KR-PP-M,SET206,0.0,KURTA SET,M,Cream
7917,SET206-KR-PP-S,SET206,1.0,KURTA SET,S,Cream
7918,SET206-KR-PP-XL,SET206,0.0,KURTA SET,XL,Cream
7919,SET206-KR-PP-XS,SET206,2.0,KURTA SET,XS,Cream
7920,SET206-KR-PP-XXL,SET206,1.0,KURTA SET,XXL,Cream
7921,SET206-KR-PP-XXXL,SET206,0.0,KURTA SET,XXXL,Cream
7922,SET209-KR-PP-L,SET209,7.0,KURTA SET,L,Pink
7923,SET209-KR-PP-M,SET209,15.0,KURTA SET,M,Pink
7924,SET209-KR-PP-S,SET209,38.0,KURTA SET,S,Pink
7925,SET209-KR-PP-XL,SET209,8.0,KURTA SET,XL,Pink
7926,SET209-KR-PP-XS,SET209,27.0,KURTA SET,XS,Pink
7927,SET209-KR-PP-XXL,SET209,15.0,KURTA SET,XXL,Pink
7928,SET209-KR-PP-XXXL,SET209,2.0,KURTA SET,XXXL,Pink
7929,SET210-KR-PP-L,SET210,2.0,KURTA SET,L,Grey
7930,SET210-KR-PP-M,SET210,5.0,KURTA SET,M,Grey
7931,SET210-KR-PP-S,SET210,2.0,KURTA SET,S,Grey
7932,SET210-KR-PP-XL,SET210,3.0,KURTA SET,XL,Grey
7933,SET210-KR-PP-XS,SET210,18.0,KURTA SET,XS,Grey
7934,SET210-KR-PP-XXL,SET210,0.0,KURTA SET,XXL,Grey
7935,SET210-KR-PP-XXXL,SET210,0.0,KURTA SET,XXXL,Grey
7936,SET211-KR-DPT-L,SET211,1.0,KURTA SET,L,Teal
7937,SET211-KR-DPT-M,SET211,1.0,KURTA SET,M,Teal
7938,SET211-KR-DPT-S,SET211,2.0,KURTA SET,S,Teal
7939,SET211-KR-DPT-XL,SET211,1.0,KURTA SET,XL,Teal
7940,SET211-KR-DPT-XS,SET211,2.0,KURTA SET,XS,Teal
7941,SET211-KR-DPT-XXL,SET211,3.0,KURTA SET,XXL,Teal
7942,SET211-KR-DPT-XXXL,SET211,1.0,KURTA SET,XXXL,Teal
7943,SET213-KR-DPT-M,SET213,0.0,KURTA SET,M,Grey
7944,SET213-KR-DPT-XXL,SET213,2.0,KURTA SET,XXL,Grey
7945,SET214-KR-DPT-L,SET214,2.0,KURTA SET,L,Mustard
7946,SET214-KR-DPT-M,SET214,1.0,KURTA SET,M,Mustard
7947,SET214-KR-DPT-XL,SET214,2.0,KURTA SET,XL,Mustard
7948,SET214-KR-DPT-XS,SET214,2.0,KURTA SET,XS,Mustard
7949,SET214-KR-DPT-XXL,SET214,3.0,KURTA SET,XXL,Mustard
7950,SET214-KR-DPT-XXXL,SET214,2.0,KURTA SET,XXXL,Mustard
7951,SET216-KR-PP-L,SET216,0.0,KURTA SET,L,Light Green
7952,SET216-KR-PP-M,SET216,3.0,KURTA SET,M,Light Green
7953,SET216-KR-PP-S,SET216,3.0,KURTA SET,S,Light Green
7954,SET216-KR-PP-XL,SET216,2.0,KURTA SET,XL,Light Green
7955,SET216-KR-PP-XXL,SET216,1.0,KURTA SET,XXL,Light Green
7956,SET217-KR-PP-L,SET217,3.0,KURTA SET,L,Sea Green
7957,SET217-KR-PP-M,SET217,7.0,KURTA SET,M,Sea Green
7958,SET217-KR-PP-S,SET217,10.0,KURTA SET,S,Sea Green
7959,SET217-KR-PP-XL,SET217,6.0,KURTA SET,XL,Sea Green
7960,SET217-KR-PP-XS,SET217,18.0,KURTA SET,XS,Sea Green
7961,SET217-KR-PP-XXL,SET217,9.0,KURTA SET,XXL,Sea Green
7962,SET217-KR-PP-XXXL,SET217,4.0,KURTA SET,XXXL,Sea Green
7963,SET218-KR-NP-L,SET218,4.0,KURTA SET,L,Sky Blue
7964,SET218-KR-NP-M,SET218,3.0,KURTA SET,M,Sky Blue
7965,SET218-KR-NP-S,SET218,5.0,KURTA SET,S,Sky Blue
7966,SET218-KR-NP-XL,SET218,4.0,KURTA SET,XL,Sky Blue
7967,SET218-KR-NP-XS,SET218,9.0,KURTA SET,XS,Sky Blue
7968,SET218-KR-NP-XXL,SET218,10.0,KURTA SET,XXL,Sky Blue
7969,SET218-KR-NP-XXXL,SET218,5.0,KURTA SET,XXXL,Sky Blue
7970,SET219-KR-PP-L,SET219,6.0,KURTA SET,L,Turquoise Green
7971,SET219-KR-PP-M,SET219,5.0,KURTA SET,M,Turquoise Green
7972,SET219-KR-PP-S,SET219,23.0,KURTA SET,S,Turquoise Green
7973,SET219-KR-PP-XL,SET219,5.0,KURTA SET,XL,Turquoise Green
7974,SET219-KR-PP-XS,SET219,65.0,KURTA SET,XS,Turquoise Green
7975,SET219-KR-PP-XXL,SET219,2.0,KURTA SET,XXL,Turquoise Green
7976,SET219-KR-PP-XXXL,SET219,2.0,KURTA SET,XXXL,Turquoise Green
7977,SET220-KR-PP-L,SET220,2.0,KURTA SET,L,White
7978,SET220-KR-PP-M,SET220,3.0,KURTA SET,M,White
7979,SET220-KR-PP-S,SET220,33.0,KURTA SET,S,White
7980,SET220-KR-PP-XL,SET220,3.0,KURTA SET,XL,White
7981,SET220-KR-PP-XS,SET220,31.0,KURTA SET,XS,White
7982,SET220-KR-PP-XXL,SET220,7.0,KURTA SET,XXL,White
7983,SET220-KR-PP-XXXL,SET220,3.0,KURTA SET,XXXL,White
7984,SET221-KR-NP-L,SET221,0.0,KURTA SET,L,Mustard
7985,SET221-KR-NP-M,SET221,8.0,KURTA SET,M,Mustard
7986,SET221-KR-NP-S,SET221,13.0,KURTA SET,S,Mustard
7987,SET221-KR-NP-XL,SET221,2.0,KURTA SET,XL,Mustard
7988,SET221-KR-NP-XS,SET221,44.0,KURTA SET,XS,Mustard
7989,SET221-KR-NP-XXL,SET221,11.0,KURTA SET,XXL,Mustard
7990,SET221-KR-NP-XXXL,SET221,29.0,KURTA SET,XXXL,Mustard
7991,SET223-KR-NP-L,SET223,1.0,KURTA SET,L,Pink
7992,SET223-KR-NP-M,SET223,2.0,KURTA SET,M,Pink
7993,SET223-KR-NP-S,SET223,5.0,KURTA SET,S,Pink
7994,SET223-KR-NP-XL,SET223,2.0,KURTA SET,XL,Pink
7995,SET223-KR-NP-XS,SET223,28.0,KURTA SET,XS,Pink
7996,SET223-KR-NP-XXL,SET223,4.0,KURTA SET,XXL,Pink
7997,SET223-KR-NP-XXXL,SET223,3.0,KURTA SET,XXXL,Pink
7998,SET224-KR-NP-L,SET224,2.0,KURTA SET,L,Rust
7999,SET224-KR-NP-M,SET224,0.0,KURTA SET,M,Rust
8000,SET224-KR-NP-S,SET224,6.0,KURTA SET,S,Rust
8001,SET224-KR-NP-XL,SET224,3.0,KURTA SET,XL,Rust
8002,SET224-KR-NP-XS,SET224,6.0,KURTA SET,XS,Rust
8003,SET224-KR-NP-XXL,SET224,5.0,KURTA SET,XXL,Rust
8004,SET224-KR-NP-XXXL,SET224,65.0,KURTA SET,XXXL,Rust
8005,SET225-KR-NP-L,SET225,2.0,KURTA,L,Mustard
8006,SET225-KR-NP-M,SET225,2.0,KURTA,M,Mustard
8007,SET225-KR-NP-S,SET225,2.0,KURTA,S,Mustard
8008,SET225-KR-NP-XL,SET225,14.0,KURTA,XL,Mustard
8009,SET225-KR-NP-XS,SET225,9.0,KURTA,XS,Mustard
8010,SET225-KR-NP-XXL,SET225,5.0,KURTA,XXL,Mustard
8011,SET225-KR-NP-XXXL,SET225,4.0,KURTA,XXXL,Mustard
8012,SET226-KR-PP-L,SET226,33.0,KURTA SET,L,Grey
8013,SET226-KR-PP-M,SET226,13.0,KURTA SET,M,Grey
8014,SET226-KR-PP-S,SET226,49.0,KURTA SET,S,Grey
8015,SET226-KR-PP-XL,SET226,4.0,KURTA SET,XL,Grey
8016,SET226-KR-PP-XS,SET226,4.0,KURTA SET,XS,Grey
8017,SET226-KR-PP-XXL,SET226,6.0,KURTA SET,XXL,Grey
8018,SET226-KR-PP-XXXL,SET226,4.0,KURTA SET,XXXL,Grey
8019,SET227-KR-PP-L,SET227,2.0,KURTA SET,L,Pink
8020,SET227-KR-PP-M,SET227,6.0,KURTA SET,M,Pink
8021,SET227-KR-PP-S,SET227,4.0,KURTA SET,S,Pink
8022,SET227-KR-PP-XL,SET227,6.0,KURTA SET,XL,Pink
8023,SET227-KR-PP-XS,SET227,6.0,KURTA SET,XS,Pink
8024,SET227-KR-PP-XXL,SET227,6.0,KURTA SET,XXL,Pink
8025,SET227-KR-PP-XXXL,SET227,2.0,KURTA SET,XXXL,Pink
8026,SET228-KR-PP-L,SET228,9.0,KURTA SET,L,Yellow
8027,SET228-KR-PP-M,SET228,30.0,KURTA SET,M,Yellow
8028,SET228-KR-PP-S,SET228,6.0,KURTA SET,S,Yellow
8029,SET228-KR-PP-XL,SET228,2.0,KURTA SET,XL,Yellow
8030,SET228-KR-PP-XS,SET228,46.0,KURTA SET,XS,Yellow
8031,SET228-KR-PP-XXL,SET228,6.0,KURTA SET,XXL,Yellow
8032,SET228-KR-PP-XXXL,SET228,2.0,KURTA SET,XXXL,Yellow
8033,SET229-KR-PP-L,SET229,21.0,KURTA SET,L,Mauve
8034,SET229-KR-PP-M,SET229,25.0,KURTA SET,M,Mauve
8035,SET229-KR-PP-S,SET229,36.0,KURTA SET,S,Mauve
8036,SET229-KR-PP-XL,SET229,18.0,KURTA SET,XL,Mauve
8037,SET229-KR-PP-XS,SET229,25.0,KURTA SET,XS,Mauve
8038,SET229-KR-PP-XXL,SET229,28.0,KURTA SET,XXL,Mauve
8039,SET229-KR-PP-XXXL,SET229,29.0,KURTA SET,XXXL,Mauve
8040,SET230-KR-PP-L,SET230,29.0,KURTA SET,L,Blue
8041,SET230-KR-PP-M,SET230,30.0,KURTA SET,M,Blue
8042,SET230-KR-PP-S,SET230,35.0,KURTA SET,S,Blue
8043,SET230-KR-PP-XL,SET230,53.0,KURTA SET,XL,Blue
8044,SET230-KR-PP-XS,SET230,23.0,KURTA SET,XS,Blue
8045,SET230-KR-PP-XXL,SET230,21.0,KURTA SET,XXL,Blue
8046,SET230-KR-PP-XXXL,SET230,10.0,KURTA SET,XXXL,Blue
8047,SET231-KR-PP-L,SET231,0.0,KURTA SET,L,Cream
8048,SET231-KR-PP-M,SET231,2.0,KURTA SET,M,Cream
8049,SET231-KR-PP-XL,SET231,2.0,KURTA SET,XL,Cream
8050,SET231-KR-PP-XXL,SET231,2.0,KURTA SET,XXL,Cream
8051,SET232-KR-PP-L,SET232,13.0,KURTA SET,L,Pink
8052,SET232-KR-PP-M,SET232,37.0,KURTA SET,M,Pink
8053,SET232-KR-PP-S,SET232,44.0,KURTA SET,S,Pink
8054,SET232-KR-PP-XL,SET232,4.0,KURTA SET,XL,Pink
8055,SET232-KR-PP-XS,SET232,30.0,KURTA SET,XS,Pink
8056,SET232-KR-PP-XXL,SET232,2.0,KURTA SET,XXL,Pink
8057,SET232-KR-PP-XXXL,SET232,8.0,KURTA SET,XXXL,Pink
8058,SET233-KR-PP-L,SET233,4.0,KURTA SET,L,Pink
8059,SET233-KR-PP-M,SET233,4.0,KURTA SET,M,Pink
8060,SET233-KR-PP-S,SET233,5.0,KURTA SET,S,Pink
8061,SET233-KR-PP-XL,SET233,2.0,KURTA SET,XL,Pink
8062,SET233-KR-PP-XS,SET233,17.0,KURTA SET,XS,Pink
8063,SET233-KR-PP-XXL,SET233,1.0,KURTA SET,XXL,Pink
8064,SET233-KR-PP-XXXL,SET233,2.0,KURTA SET,XXXL,Pink
8065,SET234-KR-PP-L,SET234,0.0,KURTA SET,L,Green
8066,SET234-KR-PP-M,SET234,0.0,KURTA SET,M,Green
8067,SET234-KR-PP-S,SET234,0.0,KURTA SET,S,Green
8068,SET234-KR-PP-XL,SET234,0.0,KURTA SET,XL,Green
8069,SET234-KR-PP-XXL,SET234,0.0,KURTA SET,XXL,Green
8070,,SET234,1.0,KURTA SET,XXXL,Green
8071,SET235-KR-PP-L,SET235,0.0,KURTA SET,L,Beige
8072,SET235-KR-PP-M,SET235,0.0,KURTA SET,M,Beige
8073,SET235-KR-PP-S,SET235,1.0,KURTA SET,S,Beige
8074,SET235-KR-PP-XL,SET235,1.0,KURTA SET,XL,Beige
8075,SET235-KR-PP-XXL,SET235,0.0,KURTA SET,XXL,Beige
8076,SET236-KR-PP-L,SET236,8.0,SET,L,Pink
8077,SET236-KR-PP-M,SET236,6.0,SET,M,Pink
8078,SET236-KR-PP-S,SET236,9.0,SET,S,Pink
8079,SET236-KR-PP-XL,SET236,8.0,SET,XL,Pink
8080,SET236-KR-PP-XS,SET236,18.0,SET,XS,Pink
8081,SET236-KR-PP-XXL,SET236,0.0,SET,XXL,Pink
8082,SET236-KR-PP-XXXL,SET236,4.0,SET,XXXL,Pink
8083,SET238-KR-PP-L,SET238,2.0,KURTA SET,L,Grey
8084,SET238-KR-PP-M,SET238,2.0,KURTA SET,M,Grey
8085,SET238-KR-PP-S,SET238,5.0,KURTA SET,S,Grey
8086,SET238-KR-PP-XL,SET238,1.0,KURTA SET,XL,Grey
8087,SET238-KR-PP-XS,SET238,35.0,KURTA SET,XS,Grey
8088,SET238-KR-PP-XXL,SET238,2.0,KURTA SET,XXL,Grey
8089,SET238-KR-PP-XXXL,SET238,2.0,KURTA SET,XXXL,Grey
8090,SET239-KR-NP-L,SET239,4.0,KURTA SET,L,OFF WHITE
8091,SET239-KR-NP-M,SET239,4.0,KURTA SET,M,OFF WHITE
8092,SET239-KR-NP-S,SET239,7.0,KURTA SET,S,OFF WHITE
8093,SET239-KR-NP-XL,SET239,2.0,KURTA SET,XL,OFF WHITE
8094,SET239-KR-NP-XS,SET239,3.0,KURTA SET,XS,OFF WHITE
8095,SET239-KR-NP-XXL,SET239,2.0,KURTA SET,XXL,OFF WHITE
8096,SET239-KR-NP-XXXL,SET239,4.0,KURTA SET,XXXL,OFF WHITE
8097,SET240-KR-PP-L,SET240,17.0,KURTA SET,L,Yellow
8098,SET240-KR-PP-M,SET240,17.0,KURTA SET,M,Yellow
8099,SET240-KR-PP-S,SET240,43.0,KURTA SET,S,Yellow
8100,SET240-KR-PP-XL,SET240,27.0,KURTA SET,XL,Yellow
8101,SET240-KR-PP-XS,SET240,26.0,KURTA SET,XS,Yellow
8102,SET240-KR-PP-XXL,SET240,10.0,KURTA SET,XXL,Yellow
8103,SET240-KR-PP-XXXL,SET240,7.0,KURTA SET,XXXL,Yellow
8104,SET241-KR-PP-L,SET241,0.0,KURTA SET,L,Turquoise Green
8105,SET241-KR-PP-M,SET241,0.0,KURTA SET,M,Turquoise Green
8106,SET241-KR-PP-S,SET241,0.0,KURTA SET,S,Turquoise Green
8107,SET241-KR-PP-XS,SET241,1.0,KURTA SET,XS,Turquoise Green
8108,SET241-KR-PP-XXL,SET241,1.0,KURTA SET,XXL,Turquoise Green
8109,SET241-KR-PP-XXXL,SET241,0.0,KURTA SET,XXXL,Turquoise Green
8110,SET242-KR-PP-L,SET242,2.0,KURTA SET,L,Black
8111,SET242-KR-PP-M,SET242,2.0,KURTA SET,M,Black
8112,SET242-KR-PP-S,SET242,12.0,KURTA SET,S,Black
8113,SET242-KR-PP-XL,SET242,3.0,KURTA SET,XL,Black
8114,SET242-KR-PP-XS,SET242,5.0,KURTA SET,XS,Black
8115,SET242-KR-PP-XXL,SET242,2.0,KURTA SET,XXL,Black
8116,SET242-KR-PP-XXXL,SET242,2.0,KURTA SET,XXXL,Black
8117,SET243-KR-PP-L,SET243,4.0,KURTA SET,L,Blue
8118,SET243-KR-PP-M,SET243,10.0,KURTA SET,M,Blue
8119,SET243-KR-PP-S,SET243,8.0,KURTA SET,S,Blue
8120,SET243-KR-PP-XL,SET243,10.0,KURTA SET,XL,Blue
8121,SET243-KR-PP-XS,SET243,12.0,KURTA SET,XS,Blue
8122,SET243-KR-PP-XXL,SET243,3.0,KURTA SET,XXL,Blue
8123,SET243-KR-PP-XXXL,SET243,3.0,KURTA SET,XXXL,Blue
8124,SET244-KR-NP-L,SET244,30.0,KURTA SET,L,Pink
8125,SET244-KR-NP-M,SET244,26.0,KURTA SET,M,Pink
8126,SET244-KR-NP-S,SET244,35.0,KURTA SET,S,Pink
8127,SET244-KR-NP-XL,SET244,34.0,KURTA SET,XL,Pink
8128,SET244-KR-NP-XS,SET244,20.0,KURTA SET,XS,Pink
8129,SET244-KR-NP-XXL,SET244,13.0,KURTA SET,XXL,Pink
8130,SET244-KR-NP-XXXL,SET244,27.0,KURTA SET,XXXL,Pink
8131,SET245-KR-NP-L,SET245,85.0,KURTA SET,L,Mustard
8132,SET245-KR-NP-M,SET245,113.0,KURTA SET,M,Mustard
8133,SET245-KR-NP-S,SET245,131.0,KURTA SET,S,Mustard
8134,SET245-KR-NP-XL,SET245,103.0,KURTA SET,XL,Mustard
8135,SET245-KR-NP-XS,SET245,92.0,KURTA SET,XS,Mustard
8136,SET245-KR-NP-XXL,SET245,43.0,KURTA SET,XXL,Mustard
8137,SET245-KR-NP-XXXL,SET245,39.0,KURTA SET,XXXL,Mustard
8138,SET246-KR-PP-L,SET246,8.0,KURTA SET,L,Red
8139,SET246-KR-PP-M,SET246,22.0,KURTA SET,M,Red
8140,SET246-KR-PP-S,SET246,39.0,KURTA SET,S,Red
8141,SET246-KR-PP-XL,SET246,4.0,KURTA SET,XL,Red
8142,SET246-KR-PP-XS,SET246,42.0,KURTA SET,XS,Red
8143,SET246-KR-PP-XXL,SET246,10.0,KURTA SET,XXL,Red
8144,SET246-KR-PP-XXXL,SET246,4.0,KURTA SET,XXXL,Red
8145,SET247-KR-SHA-L,SET247,5.0,KURTA SET,L,Teal
8146,SET247-KR-SHA-M,SET247,6.0,KURTA SET,M,Teal
8147,SET247-KR-SHA-S,SET247,25.0,KURTA SET,S,Teal
8148,SET247-KR-SHA-XL,SET247,3.0,KURTA SET,XL,Teal
