id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote
25028,ORDI,ORDI,ordi,158,2023-05-08T05:51:24.000Z,"['bitcoin-ecosystem', 'brc-20', 'inscriptions']",21000000.0,21000000.0,21000000.0,False,"{'id': 1, 'name': 'Ordinals - BRC20', 'symbol': 'BTC', 'slug': 'bitcoin', 'token_address': 'b61b0172d95e266c18aea0c624db987e971a5d6d4ebc2aaed85da4642d635735i0'}",87,21000000.0,935215801.2209116,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 44.53408577242436, 'volume_24h': 278444450.67978877, 'volume_change_24h': 21.9345, 'percent_change_1h': 0.64727838, 'percent_change_24h': 1.03428907, 'percent_change_7d': -36.34314137, 'percent_change_30d': -23.46722192, 'percent_change_60d': -36.52155846, 'percent_change_90d': -33.34724845, 'market_cap': 935215801.2209116, 'market_cap_dominance': 0.0403, 'fully_diluted_market_cap': 935215801.22, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
7431,Akash Network,AKT,akash-network,73,2020-10-16T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'distributed-computing', 'web3', 'injective-ecosystem', 'generative-ai', 'depin']",388539008.0,234032891.453892,234032891.453892,False,,88,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 3.97956864514806, 'volume_24h': 10343788.03414603, 'volume_change_24h': 15.5346, 'percent_change_1h': -0.43273817, 'percent_change_24h': 0.98129178, 'percent_change_7d': 4.71633077, 'percent_change_30d': -25.77544624, 'percent_change_60d': 2.05832926, 'percent_change_90d': 41.43280413, 'market_cap': 931349956.763248, 'market_cap_dominance': 0.0402, 'fully_diluted_market_cap': 1546217653.65, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
8425,JasmyCoin,JASMY,jasmy,204,2021-02-11T00:00:00.000Z,"['iot', 'ethereum-ecosystem', 'dwf-labs-portfolio']",50000000000.0,49299999677.16958,50000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7420B4b9a0110cdC71fB720908340C03F9Bc03EC'}",89,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 0.018578078050884725, 'volume_24h': 84283040.01672527, 'volume_change_24h': 25.748, 'percent_change_1h': -0.57116242, 'percent_change_24h': -0.36298564, 'percent_change_7d': -14.4201857, 'percent_change_30d': 10.14349265, 'percent_change_60d': 144.95667991, 'percent_change_90d': 268.30043504, 'market_cap': 915899241.9110482, 'market_cap_dominance': 0.0395, 'fully_diluted_market_cap': 928903902.54, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
7334,Conflux,CFX,conflux-network,159,2020-11-11T00:00:00.000Z,"['mineable', 'pow', 'platform', 'collectibles-nfts', 'defi', 'payments', 'research', 'smart-contracts', 'staking', 'hybrid-pow-dpos', 'huobi-capital-portfolio', 'web3', 'injective-ecosystem', 'bnb-chain', 'dwf-labs-portfolio']",,3941644694.32,4991644708.07,True,,90,3941643017.91,916211142.6441116,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.23244396777715287, 'volume_24h': 69195918.28937018, 'volume_change_24h': 38.6849, 'percent_change_1h': -1.26869315, 'percent_change_24h': -1.47929092, 'percent_change_7d': -29.02537873, 'percent_change_30d': -33.02135767, 'percent_change_60d': -3.13595777, 'percent_change_90d': 23.65561494, 'market_cap': 916211532.3155037, 'market_cap_dominance': 0.0395, 'fully_diluted_market_cap': 1160277701.68, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
28177,Pyth Network,PYTH,pyth-network,210,2023-11-20T09:42:13.000Z,"['oracles', 'solana-ecosystem']",,1499989007.142144,9999989007.142143,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3'}",91,1500000000.0,915080736.2218552,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.6100538241479034, 'volume_24h': 75117535.3902433, 'volume_change_24h': 4.215, 'percent_change_1h': -1.27674293, 'percent_change_24h': -0.21519209, 'percent_change_7d': -13.90385024, 'percent_change_30d': -31.55597012, 'percent_change_60d': 1.29607307, 'percent_change_90d': 55.48695009, 'market_cap': 915074029.9868817, 'market_cap_dominance': 0.0394, 'fully_diluted_market_cap': 6100531535.24, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
22691,Starknet,STRK,starknet-token,124,2024-02-20T12:19:19.000Z,"['zero-knowledge-proofs', 'dapp', 'ethereum-ecosystem', 'layer-2', 'rollups']",10000000000.0,728000000.0,10000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xCa14007Eff0dB1f8135f4C25B34De49AB0d42766'}",92,728000000.0,906258100.5788127,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 1.2448600282676, 'volume_24h': 108212543.5952343, 'volume_change_24h': 4.415, 'percent_change_1h': -1.22091559, 'percent_change_24h': -0.52862117, 'percent_change_7d': -28.16641561, 'percent_change_30d': -36.28791436, 'percent_change_60d': -46.97792227, 'percent_change_90d': -46.97792227, 'market_cap': 906258100.5788127, 'market_cap_dominance': 0.0391, 'fully_diluted_market_cap': 12448600282.68, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
1659,Gnosis,GNO,gnosis-gno,174,2017-05-01T00:00:00.000Z,"['services', 'decentralized-exchange-dex-token', 'defi', 'prediction-markets', 'kenetic-capital-portfolio', 'arbitrum-ecosytem', 'layer-1']",3000000.0,2589588.0,3000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6810e776880c02933d47db1b9fc05908e5386b96'}",93,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 345.2833674106154, 'volume_24h': 17104636.00180755, 'volume_change_24h': 2.3402, 'percent_change_1h': -0.53219451, 'percent_change_24h': 1.78756911, 'percent_change_7d': -5.06198413, 'percent_change_30d': 9.6661644, 'percent_change_60d': 15.79596911, 'percent_change_90d': 62.53363091, 'market_cap': 894141664.8461208, 'market_cap_dominance': 0.0385, 'fully_diluted_market_cap': 1035850102.23, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
1765,EOS,EOS,eos,665,2017-07-01T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'smart-contracts', 'eos', 'fenbushi-capital-portfolio', 'galaxy-digital-portfolio', 'dwf-labs-portfolio']",,1123471707.5831,1123471707.5831,True,,94,1123471707.5831,873584107.4717914,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.7775755291168958, 'volume_24h': 162154248.48406234, 'volume_change_24h': 21.895, 'percent_change_1h': -0.78977199, 'percent_change_24h': 2.85258264, 'percent_change_7d': -27.90835654, 'percent_change_30d': -15.32324069, 'percent_change_60d': -0.92248838, 'percent_change_90d': 8.82090493, 'market_cap': 873584107.4717914, 'market_cap_dominance': 0.0376, 'fully_diluted_market_cap': 873584107.47, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
8646,Mina,MINA,mina,144,2021-03-02T00:00:00.000Z,"['pos', 'zero-knowledge-proofs', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio']",,1089024141.8400393,1149040972.8400393,True,,95,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 0.798592047892968, 'volume_24h': 32557083.40296633, 'volume_change_24h': 16.504, 'percent_change_1h': -1.54734087, 'percent_change_24h': 0.54776715, 'percent_change_7d': -18.70076713, 'percent_change_30d': -27.8816023, 'percent_change_60d': -41.86620837, 'percent_change_90d': -28.81035966, 'market_cap': 869686019.636919, 'market_cap_dominance': 0.0375, 'fully_diluted_market_cap': 917614983.61, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
4948,Nervos Network,CKB,nervos-network,113,2019-11-19T00:00:00.000Z,"['mineable', 'pow', 'platform', 'collectibles-nfts', 'defi', 'interoperability', 'research', 'scaling', 'smart-contracts', 'dao', 'polychain-capital-portfolio', 'rollups', 'blockchain-capital-portfolio', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', '1confirmation-portfolio', 'multicoin-capital-portfolio', 'web3']",,43989782346.71197,44672323185.04855,True,,96,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.019741064578691278, 'volume_24h': 85663719.30656764, 'volume_change_24h': -2.2029, 'percent_change_1h': -2.57329273, 'percent_change_24h': -3.37732258, 'percent_change_7d': -34.14249087, 'percent_change_30d': 9.59181487, 'percent_change_60d': 62.53201517, 'percent_change_90d': 520.50013318, 'market_cap': 868405134.1090145, 'market_cap_dominance': 0.0375, 'fully_diluted_market_cap': 881879216.88, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
2087,KuCoin Token,KCS,kucoin-token,47,2017-10-24T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token']",170118638.0,96132689.28856075,143632689.28847674,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf34960d9d60be18cc1d5afc1a6f012a723a28811'}",97,,,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 8.743841814102291, 'volume_24h': 2886568.4060539, 'volume_change_24h': 16.034, 'percent_change_1h': -0.47859894, 'percent_change_24h': 3.67135409, 'percent_change_7d': -15.50189736, 'percent_change_30d': -36.36870149, 'percent_change_60d': -17.45928738, 'percent_change_90d': -11.56057904, 'market_cap': 840569028.3034209, 'market_cap_dominance': 0.0362, 'fully_diluted_market_cap': 1487490460.3, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
1966,Decentraland,MANA,decentraland,491,2017-09-17T00:00:00.000Z,"['platform', 'collectibles-nfts', 'gaming', 'payments', 'metaverse', 'boostvc-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'polygon-ecosystem', 'play-to-earn', 'sec-security-token', 'alleged-sec-securities']",,1908319865.391588,2193179327.320146,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0f5d2fb29fb7d3cfee444a200298f468908cc942'}",98,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 0.43534774347211297, 'volume_24h': 83424633.29271314, 'volume_change_24h': 30.735, 'percent_change_1h': -0.99576328, 'percent_change_24h': -0.68579793, 'percent_change_7d': -25.73803297, 'percent_change_30d': -23.92256827, 'percent_change_60d': -14.4946744, 'percent_change_90d': -7.7967347, 'market_cap': 830782747.2212342, 'market_cap_dominance': 0.0358, 'fully_diluted_market_cap': 954795671.18, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
17799,Axelar,AXL,axelar,138,2022-02-02T02:48:14.000Z,"['interoperability', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'galaxy-digital-portfolio', 'base-ecosystem', 'sei-ecosystem']",,633660711.811594,1145401508.316433,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x467719aD09025FcC6cF6F8311755809d45a5E5f3'}",99,,,,2024-04-19T16:36:00.000Z,"{'USD': {'price': 1.19065550417571, 'volume_24h': 23739854.66772025, 'volume_change_24h': -34.3917, 'percent_change_1h': -1.00979024, 'percent_change_24h': -0.98548898, 'percent_change_7d': -6.54910492, 'percent_change_30d': -29.0324432, 'percent_change_60d': -5.5742352, 'percent_change_90d': 32.4537818, 'market_cap': 754471614.2983727, 'market_cap_dominance': 0.0325, 'fully_diluted_market_cap': 1363778610.37, 'tvl': None, 'last_updated': '2024-04-19T16:36:00.000Z'}}"
18876,ApeCoin,APE,apecoin-ape,400,2022-03-17T12:26:36.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'entertainment', 'dao', 'governance', 'metaverse', 'animoca-brands-portfolio']",1000000000.0,604895833.0,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4d224452801aced8b2f0aebe155379bb5d594381'}",100,604895833.0,744239997.8517116,,2024-04-19T16:37:00.000Z,"{'USD': {'price': 1.230360596403235, 'volume_24h': 63016536.63667776, 'volume_change_24h': 2.6659, 'percent_change_1h': -0.75471241, 'percent_change_24h': -2.42624145, 'percent_change_7d': -18.96581026, 'percent_change_30d': -30.00549454, 'percent_change_60d': -28.97560431, 'percent_change_90d': -11.27765685, 'market_cap': 744239997.8517116, 'market_cap_dominance': 0.0321, 'fully_diluted_market_cap': 1230360596.4, 'tvl': None, 'last_updated': '2024-04-19T16:37:00.000Z'}}"
