,start_date,end_date,data_points_count
TFM,2015-09-29 09:30:00,2016-04-27 18:50:00,47813.0
TFONY,,,
TFSC,2015-10-13 11:25:00,2016-08-02 15:56:00,542.0
TFSCR,2015-10-13 11:25:00,2016-07-18 15:54:00,406.0
TFSCU,2015-10-02 09:30:00,2016-07-14 11:39:00,150.0
TFSCW,2015-09-30 15:54:00,2016-08-02 15:59:00,741.0
TFSL,2015-09-29 09:30:00,2020-08-19 14:15:00,251539.0
TFX,2015-09-29 09:30:00,2020-08-19 14:20:00,287088.0
TG,2015-09-29 09:30:00,2020-08-19 14:14:00,151010.0
TGA,2015-09-29 09:30:00,2020-08-19 14:19:00,124500.0
TGAL,,,
TGB,2015-09-29 09:32:00,2020-08-19 14:19:00,210333.0
TGC,2015-09-29 09:30:00,2020-08-19 13:44:00,35089.0
TGD,2015-09-29 09:30:00,2017-05-15 17:09:00,68877.0
TGE,2015-09-29 09:31:00,2020-04-17 08:00:00,312115.0
TGEN,2015-09-29 10:17:00,2020-08-19 13:32:00,25135.0
TGH,2015-09-29 09:30:00,2020-08-19 14:18:00,257922.0
TGI,2015-09-29 09:32:00,2020-08-19 14:22:00,391719.0
TGLS,2015-09-29 09:30:00,2020-08-19 14:03:00,64381.0
TGNA,2015-09-29 09:30:00,2020-08-19 14:20:00,465331.0
TGP,2015-09-29 09:33:00,2020-08-19 14:19:00,249606.0
TGP.A,2016-10-10 09:32:00,2020-08-18 15:59:00,27718.0
TGP.B,2017-10-25 08:43:00,2020-08-18 15:57:00,30132.0
TGS,2015-09-29 09:30:00,2020-08-19 14:08:00,218914.0
TGT,2015-09-29 09:30:00,2020-08-19 14:20:00,506469.0
TGTX,2015-09-29 08:53:00,2020-08-19 14:20:00,414496.0
TGX,,,
TH,2018-03-08 12:39:00,2020-08-19 14:16:00,66929.0
THBR,2019-10-04 10:15:00,2020-08-19 14:00:00,1846.0
THBRU,2019-08-09 11:51:00,2020-08-17 10:27:00,1261.0
THBRW,2019-10-04 08:09:00,2020-08-19 11:46:00,690.0
THC,2015-09-29 09:30:00,2020-08-19 14:21:00,472042.0
THCA,2019-07-30 10:02:00,2020-08-18 11:36:00,940.0
THCAU,2019-07-12 10:27:00,2020-08-19 12:01:00,786.0
THCAW,2019-08-13 13:47:00,2020-08-19 13:46:00,341.0
THCB,2019-03-27 09:02:00,2020-08-18 15:59:00,2953.0
THCBU,2019-03-05 11:12:00,2020-08-18 12:23:00,1158.0
THCBW,2019-03-27 08:04:00,2020-08-19 14:20:00,1434.0
THER,,,
THFF,2015-09-29 09:30:00,2020-08-19 14:20:00,71345.0
THG,2015-09-29 09:30:00,2020-08-19 14:21:00,277444.0
THGA,2015-09-29 09:52:00,2020-08-19 13:51:00,22088.0
THI,,,
THLD,2015-09-29 09:30:00,2017-08-01 17:54:00,101814.0
THM,2015-09-29 08:52:00,2020-08-19 14:21:00,84634.0
THMD,,,
THMO,2015-09-29 09:30:00,2020-08-19 14:26:00,105711.0
THO,2015-09-29 09:30:00,2020-08-19 14:25:00,422768.0
THOR,2015-09-29 09:28:00,2020-01-22 16:00:00,37057.0
THQ,2015-09-29 09:30:00,2020-08-19 14:20:00,176106.0
THQI,,,
THR,2015-09-29 09:30:00,2020-08-19 14:22:00,200107.0
THRD,,,
THRM,2015-09-29 09:30:00,2020-08-19 14:22:00,262425.0
THRX,2015-09-29 09:30:00,2016-01-08 16:55:00,23624.0
THS,2015-09-29 08:44:00,2020-08-19 14:22:00,389254.0
THTX,2015-09-29 09:30:00,2020-08-19 14:17:00,48067.0
THW,2015-09-29 09:30:00,2020-08-19 14:22:00,151107.0
THWWW,2018-03-12 14:05:00,2020-08-14 15:29:00,2229.0
TI,2015-09-29 09:30:00,2019-07-05 16:02:00,116546.0
TI.A,2015-09-29 09:20:00,2019-07-05 16:03:00,46617.0
TIBB,,,
TIBR,2018-04-10 12:00:00,2020-03-17 14:25:00,2516.0
TIBRU,2018-03-16 10:45:00,2020-02-27 13:19:00,704.0
TIBRW,2018-04-10 10:30:00,2020-03-16 15:59:00,1463.0
TIBX,,,
TICC,2015-09-29 09:30:00,2018-03-22 16:00:00,115132.0
TICCL,2017-04-17 09:34:00,2018-03-22 15:28:00,2332.0
TIE,,,
TIER,2015-09-29 09:30:00,2019-06-14 16:06:00,203279.0
TIF,2015-09-29 09:30:00,2020-08-19 14:22:00,469382.0
TIG,2016-12-15 12:16:00,2020-08-19 14:22:00,10297.0
TIGO,2019-01-09 09:30:00,2020-08-19 14:18:00,32163.0
TIGR,2019-03-20 10:42:00,2020-08-19 14:29:00,90636.0
TIII,,,
TIL,2015-09-29 09:30:00,2018-04-30 10:30:00,2418.0
TILE,2015-09-29 09:30:00,2020-08-19 14:22:00,328580.0
TIME,2015-09-29 09:30:00,2018-01-31 07:12:00,201780.0
TIN,,,
TINY,2015-09-29 09:29:00,2017-03-24 15:56:00,16931.0
TIPT,2015-09-29 09:30:00,2020-08-19 14:12:00,55412.0
TIS,2015-09-29 09:30:00,2019-03-29 16:00:00,120005.0
TISA,2015-09-29 09:32:00,2019-05-03 14:23:00,21274.0
TISI,2015-09-29 07:46:00,2020-08-19 14:22:00,278958.0
TITN,2015-09-29 09:30:00,2020-08-19 14:21:00,213118.0
TIV,,,
TIVO,2015-09-29 09:30:00,2020-05-29 18:44:00,378483.0
TJX,2015-09-29 09:28:00,2020-08-19 14:23:00,488969.0
TK,2015-09-29 09:31:00,2020-08-19 14:21:00,397734.0
TKAI,2015-09-29 09:30:00,2017-05-10 16:00:00,60453.0
TKAT,2015-11-25 10:10:00,2020-08-19 13:00:00,9738.0
TKC,2015-09-29 09:30:00,2020-08-19 14:23:00,315060.0
TKF,2015-09-29 09:30:00,2017-12-22 15:56:00,12766.0
TKKS,2018-09-12 08:40:00,2020-02-18 19:12:00,2970.0
TKKSR,2018-09-12 08:00:00,2020-02-18 16:50:00,1955.0
TKKSU,2018-08-16 10:48:00,2020-02-18 11:56:00,1496.0
TKKSW,2018-09-12 08:00:00,2020-02-18 17:07:00,761.0
TKLC,,,
TKMR,,,
TKR,2015-09-29 09:30:00,2020-08-19 14:24:00,406285.0
TKTM,,,
TLAB,,,
TLB,,,
TLC,2018-11-21 10:20:00,2020-08-19 14:20:00,5764.0
TLEO,,,
TLF,2015-09-29 09:30:00,2020-08-12 19:41:00,16143.0
TLGT,2015-09-29 09:31:00,2020-08-19 14:24:00,265040.0
TLI,2015-09-29 09:30:00,2020-08-19 14:24:00,72940.0
TLK,2015-09-29 09:30:00,2020-08-19 14:23:00,306657.0
TLLP,2015-09-29 09:30:00,2017-07-31 16:35:00,125833.0
TLM,,,
TLMR,2015-09-29 09:30:00,2016-08-31 16:09:00,55129.0
TLN,2015-09-29 09:30:00,2016-12-05 17:56:00,106759.0
TLND,2016-07-29 10:58:00,2020-08-19 14:24:00,205054.0
TLP,2015-09-29 09:30:00,2019-02-26 16:02:00,65154.0
TLR,2015-09-29 09:42:00,2016-02-12 15:59:00,1835.0
TLRA,2015-09-29 09:30:00,2020-03-31 19:56:00,209722.0
TLRD,2016-02-01 09:24:00,2020-07-31 19:59:00,424835.0
TLRY,2018-07-19 10:20:00,2020-08-19 14:25:00,249251.0
TLSA,2018-11-20 10:45:00,2020-08-19 14:25:00,26146.0
TLT,2015-09-29 07:34:00,2020-08-19 14:24:00,552542.0
TLYS,2015-09-29 09:30:00,2020-08-19 14:23:00,265876.0
TM,2015-09-29 08:01:00,2020-08-19 14:25:00,292663.0
TMBR,2015-09-29 09:30:00,2020-08-19 14:25:00,299335.0
TMCX,2018-05-31 09:36:00,2019-11-14 16:00:00,9440.0
TMCXU,2018-05-15 10:46:00,2019-11-14 15:18:00,1503.0
TMCXW,2018-05-31 08:48:00,2019-11-14 18:13:00,4107.0
TMDI,2018-06-27 09:30:00,2020-08-19 14:34:00,76491.0
TMDX,2019-05-02 10:32:00,2020-08-19 14:27:00,50876.0
TME,2018-12-12 11:19:00,2020-08-19 14:25:00,177826.0
TMH,2015-09-29 09:30:00,2017-02-06 17:50:00,117165.0
TMHC,2015-09-29 09:30:00,2020-08-19 14:25:00,421092.0
TMK,2015-09-29 07:25:00,2019-08-08 16:04:00,314830.0
TMK.B,2015-09-29 09:30:00,2017-12-21 13:37:00,5848.0
TMK.C,2016-04-06 09:32:00,2019-08-08 16:02:00,35983.0
TMM,,,
TMNG,,,
TMO,2015-09-29 09:30:00,2020-08-19 14:26:00,469829.0
TMP,2015-09-29 09:30:00,2020-08-19 14:21:00,79667.0
TMQ,2015-09-29 09:30:00,2020-08-19 14:17:00,94834.0
TMR,,,
TMRK,,,
TMS,,,
TMSR,2015-12-29 15:50:00,2020-05-15 15:50:00,10038.0
TMST,2015-09-29 09:30:00,2020-08-19 14:25:00,340524.0
TMTA,,,
TMUS,2015-09-29 09:30:00,2020-08-19 14:26:00,489242.0
TMUS.A,2015-09-29 09:30:00,2015-10-26 15:59:00,354.0
TMUSP,2015-10-27 10:00:00,2017-12-15 16:15:00,14887.0
TMUSR,2020-06-24 09:45:00,2020-07-27 16:04:00,9610.0
TNAV,2015-09-29 09:30:00,2020-08-19 14:28:00,173461.0
TNB,,,
TNC,2015-09-29 09:30:00,2020-08-19 14:24:00,148852.0
TNCC,,,
TNDM,2015-09-29 09:30:00,2020-08-19 14:27:00,372778.0
TNE,,,
TNET,2015-09-29 09:30:00,2020-08-19 14:27:00,334736.0
TNGN,,,
TNGO,2015-09-29 09:30:00,2017-07-13 16:50:00,69833.0
TNH,2015-09-29 09:30:00,2018-03-29 16:33:00,38938.0
TNK,2015-09-29 08:04:00,2020-08-19 14:27:00,415819.0
TNL,,,
TNP,2015-09-29 09:30:00,2020-08-19 14:27:00,273245.0
TNP.B,2015-09-29 10:42:00,2019-07-26 13:56:00,5335.0
TNP.C,2015-09-29 10:05:00,2020-08-18 15:59:00,9661.0
TNP.D,2015-09-29 10:04:00,2020-08-18 15:59:00,18284.0
TNP.E,2017-04-10 09:31:00,2020-08-18 16:55:00,26598.0
TNP.F,2018-07-03 09:30:00,2020-08-18 15:59:00,20718.0
TNS,,,
TNTR,2017-06-30 10:25:00,2018-07-11 18:24:00,52111.0
TNXP,2015-09-29 09:30:00,2020-08-19 14:27:00,253814.0
TOBC,,,
TOCA,2017-04-13 10:51:00,2020-06-15 19:59:00,141532.0
TOD,,,
TOF,2015-09-29 10:18:00,2016-10-21 13:53:00,2023.0
TOFC,,,
TOL,2015-09-29 08:00:00,2020-08-19 14:28:00,479194.0
TOMO,,,
TOO,2015-09-29 09:30:00,2020-01-22 16:02:00,227457.0
TOO.A,2015-09-29 09:33:00,2020-03-23 15:44:00,37245.0
TOO.B,2015-09-29 09:57:00,2020-03-23 15:57:00,36866.0
TOO.E,2018-01-25 08:52:00,2020-03-23 15:53:00,21536.0
TOPS,2015-09-29 12:16:00,2020-08-19 14:28:00,320855.0
TOR,2015-09-30 09:30:00,2016-03-04 15:23:00,974.0
TORC,2018-01-26 10:28:00,2020-08-19 14:41:00,121116.0
TOT,2015-09-29 04:34:00,2020-08-19 14:29:00,489251.0
TOTA,2018-08-27 09:32:00,2020-08-19 14:22:00,844.0
TOTAR,2018-08-27 09:13:00,2020-08-18 11:09:00,886.0
TOTAU,2018-08-02 10:01:00,2020-07-13 15:52:00,389.0
TOTAW,2018-08-27 09:38:00,2020-08-18 15:58:00,880.0
TOUR,2015-09-29 09:30:00,2020-08-19 14:28:00,195552.0
TOWN,2015-09-29 09:30:00,2020-08-19 14:28:00,202363.0
TOWR,2015-09-29 09:30:00,2019-09-27 16:02:00,174453.0
TPB,2016-05-11 09:54:00,2020-08-19 14:27:00,131791.0
TPC,2015-09-29 09:30:00,2020-08-19 14:30:00,336313.0
TPCG,,,
TPCO,2016-06-20 09:31:00,2020-08-19 14:26:00,157083.0
TPGE,2017-06-29 12:47:00,2018-07-31 16:02:00,12970.0
TPGE.U,2017-05-05 09:50:00,2018-07-31 13:58:00,2697.0
TPGH,2017-08-24 13:28:00,2019-11-20 16:01:00,6534.0
TPGH.U,2017-06-28 09:49:00,2019-11-20 15:50:00,2162.0
TPGI,,,
TPH,2015-09-29 09:30:00,2020-08-19 14:29:00,463096.0
TPHS,2015-10-06 11:36:00,2020-08-19 13:09:00,48845.0
TPI,2015-09-29 09:30:00,2016-04-29 14:27:00,2247.0
TPIC,2016-07-22 10:29:00,2020-08-19 14:30:00,246855.0
TPIV,2015-09-29 09:25:00,2018-10-17 19:11:00,48451.0
TPL,2015-09-29 09:30:00,2020-08-19 14:29:00,50371.0
TPNL,2015-09-29 09:32:00,2019-04-26 18:36:00,27724.0
TPR,2015-09-29 09:30:00,2020-08-19 14:29:00,485352.0
TPRE,2015-09-29 09:30:00,2020-08-19 14:29:00,334321.0
TPTX,2019-04-17 11:54:00,2020-08-19 14:29:00,76212.0
TPUB,2015-09-29 09:30:00,2016-06-17 16:02:00,38658.0
TPVG,2015-09-29 09:30:00,2020-08-19 14:25:00,173714.0
TPVY,2017-07-19 08:03:00,2020-08-19 10:59:00,8741.0
TPVZ,2015-09-29 10:29:00,2017-08-11 12:04:00,2385.0
TPX,2015-09-29 08:00:00,2020-08-19 14:30:00,437489.0
TPZ,2015-09-29 09:30:00,2020-08-19 14:21:00,61200.0
TQNT,,,
TR,2015-09-29 09:30:00,2020-08-19 14:33:00,178820.0
TRA,,,
TRAD,,,
TRAK,2015-09-29 09:25:00,2015-09-30 16:12:00,770.0
TRC,2015-09-29 09:30:00,2020-08-19 14:30:00,118200.0
TRCA,,,
TRCB,2015-09-29 10:45:00,2019-12-31 16:00:00,24357.0
TRCH,2015-09-29 07:49:00,2020-08-19 14:29:00,134266.0
TRCO,2015-09-29 09:30:00,2019-09-18 16:05:00,309812.0
TRCR,,,
TREB,2020-08-07 09:49:00,2020-08-19 14:26:00,116.0
TREB.U,,,
TREC,2015-09-29 08:54:00,2020-08-19 14:25:00,83699.0
TREE,2015-09-29 09:30:00,2020-08-19 14:30:00,270380.0
TREX,2015-09-29 09:30:00,2020-08-19 14:30:00,347400.0
TRF,2015-09-29 09:30:00,2015-11-20 15:49:00,1127.0
TRGL,,,
TRGP,2015-09-29 09:33:00,2020-08-19 14:31:00,475795.0
TRGT,,,
TRH,,,
TRHC,2016-09-29 10:27:00,2020-08-19 14:31:00,211125.0
TRI,2015-09-29 09:30:00,2020-08-19 14:31:00,437844.0
TRIB,2015-09-29 09:30:00,2020-08-19 14:31:00,127504.0
TRID,,,
TRIL,2015-09-29 09:30:00,2020-08-19 14:34:00,172687.0
TRIP,2015-09-29 09:30:00,2020-08-19 14:32:00,482982.0
TRIT,,,
TRIV,2015-09-29 09:30:00,2016-02-03 16:00:00,3955.0
TRK,2015-09-29 09:30:00,2019-09-17 16:00:00,75805.0
TRLA,,,
TRLG,,,
TRMA,,,
TRMB,2015-09-29 09:30:00,2020-08-19 14:31:00,443290.0
TRMD,2019-03-19 12:49:00,2020-08-19 14:28:00,7325.0
TRMK,2015-09-29 09:30:00,2020-08-19 14:32:00,334859.0
TRMR,2015-09-29 09:30:00,2017-09-25 16:02:00,49502.0
TRMT,2017-09-14 10:51:00,2020-08-19 12:51:00,26465.0
TRN,2015-09-29 08:01:00,2020-08-19 14:31:00,459899.0
TRNC,2016-06-20 09:31:00,2018-10-09 16:00:00,92933.0
TRNE,2019-05-03 11:56:00,2020-08-19 14:30:00,3531.0
TRNE.U,2019-03-15 10:15:00,2020-02-28 15:59:00,1106.0
TRNO,2015-09-29 09:30:00,2020-08-19 14:32:00,308585.0
TRNO.A,2015-10-05 12:58:00,2017-07-18 14:45:00,1330.0
TRNS,2015-09-29 13:02:00,2020-08-19 12:48:00,31541.0
TRNX,2015-09-29 09:30:00,2020-08-19 14:29:00,314370.0
TROV,2015-09-29 09:30:00,2020-05-07 16:31:00,221175.0
TROVU,2015-11-24 12:01:00,2017-05-26 13:54:00,277.0
TROVW,2015-10-15 09:41:00,2017-05-30 17:43:00,1310.0
TROW,2015-09-29 09:30:00,2020-08-19 14:33:00,464721.0
TROX,2015-09-29 08:00:00,2020-08-19 14:34:00,431195.0
TRP,2015-09-29 09:20:00,2020-08-19 14:33:00,469898.0
TRPX,2017-03-22 11:17:00,2020-07-01 19:59:00,69524.0
TRQ,2015-09-29 09:30:00,2020-08-19 14:33:00,436508.0
TRR,2015-09-29 09:30:00,2017-06-21 16:00:00,39840.0
TRS,2015-09-29 09:30:00,2020-08-19 14:31:00,213531.0
TRST,2015-09-29 09:30:00,2020-08-19 14:31:00,262520.0
TRSY,,,
TRT,2015-09-29 11:12:00,2020-08-19 14:25:00,19193.0
TRTL,2015-09-29 09:47:00,2016-12-16 16:18:00,638.0
TRTLU,2015-09-29 16:00:00,2016-12-16 15:31:00,264.0
TRTLW,2015-10-08 15:05:00,2016-12-16 17:45:00,2093.0
TRTN,2015-09-29 09:30:00,2020-08-19 14:36:00,344168.0
TRTN.A,2019-03-20 09:32:00,2020-08-18 15:54:00,7475.0
TRTN.B,2019-07-03 09:37:00,2020-08-18 16:00:00,10964.0
TRTN.C,2019-11-13 09:30:00,2020-08-18 16:00:00,9428.0
TRTN.D,2020-01-29 09:30:00,2020-08-18 16:00:00,7318.0
TRTX,2017-07-20 09:47:00,2020-08-19 14:33:00,174194.0
TRU,2015-09-29 09:31:00,2020-08-19 14:35:00,422509.0
TRUE,2015-09-29 09:30:00,2020-08-19 14:33:00,410398.0
TRUP,2015-09-29 09:30:00,2020-08-19 14:32:00,249001.0
TRV,2015-09-29 09:30:00,2020-08-19 14:39:00,475554.0
TRVG,2016-12-16 10:51:00,2020-08-19 14:31:00,247223.0
TRVI,2019-05-07 12:52:00,2020-08-19 14:32:00,13817.0
TRVN,2015-09-29 09:30:00,2020-08-19 14:34:00,355022.0
TRW,,,
TRWH,2019-03-29 09:42:00,2020-08-19 14:34:00,66063.0
TRX,2015-09-29 09:30:00,2020-08-19 14:34:00,103392.0
TRXC,2015-09-29 09:31:00,2020-08-19 14:35:00,434151.0
TS,2015-09-29 06:06:00,2020-08-19 14:34:00,486133.0
TSBK,2015-09-29 09:54:00,2020-08-19 14:11:00,32040.0
TSC,2015-09-29 09:30:00,2020-08-19 14:34:00,165667.0
TSCAP,2018-03-26 09:30:00,2020-08-19 14:09:00,3125.0
TSCBP,2019-05-31 09:37:00,2020-08-19 14:12:00,4312.0
TSCM,,,
TSCO,2015-09-29 09:30:00,2020-08-19 14:35:00,470605.0
TSE,2015-09-29 09:30:00,2020-08-19 14:35:00,372457.0
TSEM,2015-09-29 04:15:00,2020-08-19 14:39:00,376058.0
TSFG,,,
TSG,2015-09-29 09:30:00,2020-05-04 18:12:00,293069.0
TSH,,,
TSI,2015-09-29 09:30:00,2020-08-19 14:35:00,98809.0
TSL,2015-09-29 08:12:00,2017-03-13 18:44:00,131019.0
TSLA,2015-09-29 04:00:00,2020-08-19 14:37:00,667999.0
TSLF,2015-09-29 09:30:00,2020-05-20 16:00:00,65392.0
TSLX,2015-09-29 09:30:00,2020-08-19 14:35:00,259261.0
TSM,2015-09-29 09:30:00,2020-08-19 14:36:00,502310.0
TSN,2015-09-29 09:30:00,2020-08-19 14:36:00,484525.0
TSNU,2015-09-29 09:40:00,2017-07-05 15:59:00,7963.0
TSO,2015-09-29 09:30:00,2017-07-31 16:43:00,179727.0
TSON,,,
TSPT,,,
TSQ,2015-09-29 09:33:00,2020-08-19 14:34:00,92408.0
TSRA,2015-09-29 09:30:00,2017-02-22 17:52:00,102923.0
TSRE,,,
TSRI,2015-09-29 11:32:00,2020-08-19 13:19:00,12190.0
TSRO,2015-09-29 09:30:00,2019-01-18 19:35:00,285363.0
TSRX,,,
TSS,2015-09-29 09:30:00,2019-09-17 16:41:00,371263.0
TST,2015-09-29 09:32:00,2019-08-07 17:43:00,65135.0
TSTC,2015-09-30 11:11:00,2016-12-16 09:53:00,181.0
TSTF,,,
TSTR,,,
TSU,2015-09-29 09:06:00,2020-08-19 14:36:00,437267.0
TSYS,2015-09-29 09:30:00,2016-02-23 16:00:00,26505.0
TT,2015-09-29 09:26:00,2020-08-19 14:37:00,472288.0
TTC,2015-09-29 09:30:00,2020-08-19 14:43:00,372342.0
TTD,2016-09-21 10:48:00,2020-08-19 14:38:00,360208.0
TTEC,2015-09-29 09:30:00,2020-08-19 14:35:00,156977.0
TTEK,2015-09-29 09:30:00,2020-08-19 14:35:00,310819.0
TTES,,,
TTF,2015-09-29 09:30:00,2018-01-19 16:02:00,15899.0
TTGT,2015-09-29 09:30:00,2020-08-19 14:37:00,208652.0
TTHI,2015-09-29 09:30:00,2016-08-30 15:51:00,9982.0
TTI,2015-09-29 09:30:00,2020-08-19 14:36:00,402908.0
TTM,2015-09-29 05:27:00,2020-08-19 14:38:00,461484.0
TTMI,2015-09-29 09:30:00,2020-08-19 14:38:00,409646.0
TTNP,2015-10-12 09:39:00,2020-08-19 14:39:00,252083.0
TTO,,,
TTOO,2015-09-29 09:30:00,2020-08-19 14:38:00,285473.0
TTP,2015-09-29 09:30:00,2020-08-19 14:24:00,92325.0
TTPH,2015-09-29 08:12:00,2020-07-28 19:50:00,308805.0
TTS,2015-09-29 09:30:00,2019-11-08 19:15:00,288952.0
TTWO,2015-09-29 09:30:00,2020-08-19 14:41:00,475874.0
TU,2015-09-29 09:30:00,2020-08-19 14:41:00,391378.0
TUBE,2015-09-29 09:30:00,2016-12-19 16:40:00,71093.0
TUC,,,
TUDO,,,
TUES,2015-09-29 09:05:00,2020-06-05 19:59:00,249007.0
TUFN,2019-04-11 10:21:00,2020-08-19 14:38:00,73601.0
TUMI,2015-09-29 09:30:00,2016-08-01 16:00:00,64965.0
TUNE,,,
TUP,2015-09-29 09:30:00,2020-08-19 14:40:00,409838.0
TUR,2015-09-29 09:30:00,2020-08-19 14:38:00,290303.0
TURN,2015-09-29 09:29:00,2020-08-19 13:58:00,51509.0
TUSK,2016-10-14 10:40:00,2020-08-19 14:39:00,195910.0
TV,2015-09-29 09:30:00,2020-08-19 14:39:00,449953.0
TVC,2015-09-29 09:30:00,2020-08-19 14:39:00,28098.0
TVE,2015-09-29 09:30:00,2020-08-19 14:12:00,23138.0
TVIA,2015-09-29 09:30:00,2017-08-10 18:00:00,127715.0
TVL,,,
TVPT,2015-09-29 09:30:00,2019-05-30 18:54:00,314314.0
TVTY,2015-09-29 09:30:00,2020-08-19 14:39:00,367989.0
TW,2019-04-04 11:33:00,2020-08-19 14:40:00,112134.0
TWB,,,
TWC,2015-09-29 09:30:00,2016-05-17 17:38:00,59635.0
TWGP,,,
TWI,2015-09-29 09:30:00,2020-08-19 14:39:00,315973.0
TWIN,2015-09-29 09:30:00,2020-08-19 14:33:00,84105.0
TWLL,,,
TWLO,2016-06-23 10:28:00,2020-08-19 14:40:00,444558.0
TWLV,2018-07-13 09:05:00,2019-04-12 13:12:00,543.0
TWLVR,2018-07-13 09:37:00,2019-04-02 13:42:00,446.0
TWLVU,2018-06-20 10:47:00,2019-04-12 10:50:00,786.0
TWLVW,2018-07-13 09:19:00,2019-04-12 16:08:00,943.0
TWMC,2015-09-29 10:02:00,2020-08-19 14:18:00,32276.0
TWN,2015-09-29 09:30:00,2020-08-19 14:14:00,16288.0
TWNK,2015-11-30 15:59:00,2020-08-19 14:40:00,330612.0
TWNKW,2015-11-25 15:56:00,2020-08-19 13:32:00,30117.0
TWO,2015-09-29 09:30:00,2020-08-19 14:41:00,475095.0
TWO.A,2017-03-16 09:30:00,2020-08-18 15:59:00,27676.0
TWO.B,2017-07-21 09:32:00,2020-08-18 15:59:00,37397.0
TWO.C,2017-11-28 09:31:00,2020-08-18 15:59:00,32470.0
TWO.D,2018-08-02 11:16:00,2020-08-18 15:44:00,7001.0
TWO.E,2018-08-01 09:51:00,2020-08-18 15:58:00,16687.0
TWOU,2015-09-29 09:30:00,2020-08-19 14:41:00,395534.0
TWP,,,
TWPG,,,
TWST,2018-10-31 11:48:00,2020-08-19 14:42:00,103512.0
TWTC,,,
TWTR,2015-09-29 07:05:00,2020-08-19 14:41:00,645017.0
TWX,2015-09-29 09:30:00,2018-06-15 06:34:00,271022.0
TX,2015-09-29 09:30:00,2020-08-19 14:42:00,326678.0
TXAC,2020-07-08 10:48:00,2020-08-06 15:49:00,1304.0
TXCC,,,
TXCO,,,
TXF,,,
TXG,2019-09-12 10:35:00,2020-08-19 14:42:00,63026.0
TXI,,,
TXMD,2015-09-29 08:22:00,2020-08-19 14:43:00,474497.0
TXN,2015-09-29 09:30:00,2020-08-19 14:42:00,494863.0
TXRH,2015-09-29 09:30:00,2020-08-19 14:42:00,427764.0
TXT,2015-09-29 09:30:00,2020-08-19 14:43:00,467427.0
TXTR,2015-09-29 09:30:00,2016-06-10 16:36:00,43001.0
TY,2015-09-29 09:30:00,2020-08-19 14:37:00,100695.0
TYC,2015-09-29 09:30:00,2016-09-02 17:45:00,91205.0
TYG,2015-09-29 09:30:00,2020-08-19 14:31:00,242061.0
TYG.B,2015-09-29 09:35:00,2016-03-11 10:43:00,816.0
TYG.C,2015-09-29 09:40:00,2015-12-30 13:34:00,409.0
TYHT,2016-09-28 10:58:00,2020-08-19 14:41:00,59235.0
TYL,2015-09-29 09:31:00,2020-08-19 14:43:00,282358.0
TYME,2015-09-29 14:20:00,2020-08-19 14:39:00,140690.0
TYN,,,
TYPE,2015-09-29 09:30:00,2019-10-10 16:00:00,210041.0
TYY,,,
TZAC,2018-10-18 09:39:00,2020-08-19 10:29:00,822.0
TZACU,2018-08-21 11:10:00,2020-05-13 12:02:00,757.0
TZACW,2018-10-18 09:46:00,2020-08-19 14:17:00,1479.0
TZF,2015-10-23 13:33:00,2016-03-24 10:17:00,10.0
TZIX,,,
TZK,,,
TZOO,2015-09-29 09:30:00,2020-08-19 14:39:00,108230.0
TZYM,,,
UA,2015-09-29 08:00:00,2020-08-19 14:43:00,500494.0
UA.C,2016-03-23 09:59:00,2016-12-06 17:54:00,62294.0
UAA,2015-09-29 08:00:00,2020-08-19 14:45:00,503276.0
UACL,2015-09-29 09:30:00,2016-04-29 16:00:00,9545.0
UAE,2015-09-29 09:30:00,2020-08-19 14:21:00,18202.0
UAL,2015-09-29 09:30:00,2020-08-19 14:44:00,532609.0
UAM,2015-09-29 09:30:00,2017-04-27 16:02:00,70291.0
UAMY,2015-09-29 09:47:00,2020-08-19 14:36:00,52114.0
UAN,2015-09-29 09:30:00,2020-08-19 14:43:00,183475.0
UAUA,,,
UAVS,2015-09-29 10:39:00,2020-08-19 14:43:00,153073.0
UB,,,
UBA,2015-09-29 09:30:00,2020-08-19 14:43:00,177020.0
UBCP,2015-09-29 09:38:00,2020-08-19 12:39:00,9144.0
UBER,2019-05-10 11:50:00,2020-08-19 14:44:00,175046.0
UBET,,,
UBFO,2015-09-29 09:33:00,2020-08-19 14:38:00,26379.0
UBIC,2015-09-30 15:24:00,2016-06-29 15:58:00,408.0
UBNK,2015-09-29 09:30:00,2019-10-31 16:14:00,171188.0
UBNT,2015-09-29 09:30:00,2019-08-19 16:12:00,277786.0
UBOH,2015-09-29 14:20:00,2020-08-19 10:02:00,5421.0
UBP,2015-09-29 09:53:00,2020-08-19 14:30:00,10183.0
UBP.F,2015-09-29 15:26:00,2017-10-23 13:14:00,1902.0
UBP.G,2015-09-29 15:26:00,2019-10-31 15:40:00,2963.0
UBP.H,2017-09-21 10:02:00,2020-08-18 13:24:00,7637.0
UBP.K,2019-10-03 09:19:00,2020-08-18 15:53:00,4686.0
UBPS,,,
UBPSU,,,
UBS,2015-09-29 07:29:00,2020-08-19 14:44:00,469113.0
UBS.D,2015-09-29 10:40:00,2016-06-14 16:02:00,5714.0
UBSH,2015-09-29 09:30:00,2019-05-17 16:00:00,197940.0
UBSI,2015-09-29 09:30:00,2020-08-19 14:46:00,375591.0
