propertycode,Minimum,Maximum
1979894,83.53,167.89
1980151,42.55,70.73
1981134,38.65,45.59
1981266,152.05,215.41
1981454,110.87,147.83
1982918,82.36,103.48
1985066,160.74,160.74
1986596,33.76,72.33
1987933,73.91,211.19
1989197,72.86,126.71
1989798,30.75,30.75
1990754,55.2,105.48
1991264,26.31,60.72
1991563,65.3,239.78
1992166,103.48,103.48
1993412,69.69,190.07
1993639,89.75,100.32
1996500,59.91,96.05
2007893,68.42,106.44
2012151,119.32,189.94
2012152,65.58,120.25
2012585,32.15,55.25
2012778,192.89,192.89
2012907,116.59,241.3
2018803,85.27,207.81
2018807,90.22,93.98
2018874,199.57,274.48
2019289,91.76,348.87
2053482,132.61,259.2
2057936,121.43,211.19
2060353,112.04,167.89
2061562,50.68,164.72
2063084,38.05,74.96
2063358,102.24,102.24
2063387,67.57,101.37
2063655,88.52,260.19
2063903,52.24,90.92
2063920,95.03,190.07
2064309,42.2,152.07
2065920,63.36,84.48
2067172,33.46,70.97
2068199,52.8,95.03
2068374,72.86,72.86
2070739,75.91,375.94
2080968,77.36,108.5
2081988,54.94,106.87
2082002,60.62,127.19
2082889,124.06,144.91
2083079,84.48,116.16
2084085,49.42,82.36
2084907,44.66,70.05
2089633,68.64,126.71
2091798,105.48,210.97
2091926,25.57,51.52
2092969,134.27,154.92
2093175,79.19,179.51
2093890,149.19,149.19
2094471,62.3,67.57
2095616,68.64,147.83
2096063,45.4,58.08
2096073,140.46,216.89
2096075,45.4,52.8
2096086,47.31,146.77
2096089,135.63,159.74
2096116,35.42,73.33
2096134,39.91,72.44
2096136,119.55,284.31
2096145,162.75,251.16
2096154,180.8,251.15
2096209,28.72,48.52
2096221,56.07,83.41
2096226,58.87,121.74
2096237,64.34,193.14
2096297,64.34,200.36
2096303,51.64,97.08
2096323,48.04,147.83
2096333,39.17,98.2
2096363,73.05,106.84
2096374,174.8,220.01
2096394,60.93,124.97
2096406,56.78,128.23
2096411,65.85,75.04
2096413,66.1,217.92
2096416,25.55,103.06
2096417,46.71,106.34
2096419,75.35,189.88
2096422,66.31,174.81
2096440,128.99,167.78
2100309,131.99,195.35
2101176,80.37,175.81
2101591,40.71,110.3
2104751,133.23,143.56
2104972,95.03,116.16
2105375,68.64,89.75
2111189,49.42,88.7
2112687,122.3,129.71
2115655,55.48,162.61
2115854,85.39,130.6
2138121,82.36,82.36
2138770,58.07,84.48
2151070,142.55,184.78
2152312,46.41,109.4
2159425,189.65,1400.15
2160203,58.07,216.46
2161643,52.8,121.43
2167503,54.25,88.9
2168742,47.52,68.64
2169190,90.7,277.36
2169485,68.25,106.33
2170680,29.56,92.92
2186976,66.71,189.37
2190880,43.98,167.9
2191709,53.85,111.92
2192212,25.03,48.3
2193110,35.41,61.97
2193966,57.24,79.44
2194239,168.94,295.65
2195380,98.83,117.84
2196888,84.48,115.62
2197904,115.8,191.51
2223607,79.19,95.03
2225619,23.15,58.42
2228914,99.25,206.96
2228949,68.64,89.75
2231699,71.46,167.9
2232021,76.03,145.72
2234048,52.8,105.59
2234544,38.01,63.36
2234964,91.04,155.79
2241022,73.07,187.95
2247788,225.04,351.62
2251839,93.98,93.98
2252812,76.03,76.03
2257169,93.12,298.14
2258942,30.91,80.87
2259490,27.97,68.32
2260225,99.78,144.55
2264821,105.35,105.35
2266328,333.12,333.12
2266350,84.48,105.59
2270462,78.14,88.7
2271537,72.86,100.32
2271639,80.3,92.66
2273101,67.28,100.38
2277704,27.45,120.38
2277705,28.83,65.89
2278409,104.54,122.49
2278644,72.86,146.77
2282359,64.13,90.78
2283407,37.04,66.64
2284901,222.04,297.01
2298651,79.19,95.03
2312041,152.05,152.05
2312834,62.3,83.41
2314283,74.97,241.81
2314319,85.5,129.89
2314333,72.86,115.09
2314459,91.92,150.39
2315434,90.53,429.86
2315550,79.37,189.88
2316444,100.38,283.88
2326645,100.77,457.62
2341399,55.51,69.13
2347158,84.48,263.98
2371366,125.11,182.44
2374739,106.77,222.71
2374936,59.28,99.46
2378762,44.67,273.48
2387000,57.02,67.57
2388694,76.03,107.7
2389425,82.36,114.04
2391283,44.93,52.57
2393468,36.96,52.8
2398969,95.03,158.39
2400754,284.79,535.51
2409444,70.43,167.52
2413931,109.5,199.92
2415348,63.36,126.71
2418261,57.02,126.71
2420904,70.27,176.61
2424511,35.58,149.84
2425228,52.8,89.75
2425325,271.64,774.05
2425390,82.38,82.38
2425656,40.18,65.3
2426245,100.32,147.83
2430148,53.04,121.56
2430722,95.03,232.3
2467918,62.13,87.44
2481599,76.03,115.1
2482576,174.54,368.7
2487761,55.25,114.53
2492487,84.48,158.39
2493099,56.78,77.05
2493528,136.85,194.29
2501630,71.33,149.69
2501751,126.71,152.05
2504843,52.8,79.19
2504960,58.07,95.03
2505545,137.27,158.39
2506396,63.36,126.71
2507031,71.11,134.53
2507045,46.22,96.44
2507048,79.19,105.59
2507814,73.91,158.39
2508027,76.03,114.04
2509433,138.11,150.79
2510872,86.95,139.92
2511442,84.39,127.58
2513504,107.9,203.29
2515337,63.36,63.36
2515980,91.92,133.23
2518832,57.02,228.08
2519188,68.64,110.87
2519281,95.03,182.15
2519573,84.48,131.99
2519909,84.48,179.51
2520190,178.45,284.05
2520339,38.94,64.26
2520404,58.07,100.32
2520669,29.74,83.28
2521674,82.88,93.93
2521941,47.52,153.1
2522141,42.23,63.36
2524077,89.75,110.87
2524598,81.31,103.48
2524902,57.02,111.92
2525564,50.23,75.35
2526149,88.7,101.37
2537808,60.19,89.75
2540023,79.19,116.16
2540247,79.37,79.37
2551834,52.8,58.07
2553361,118.49,118.49
2562459,53.65,160.02
2563901,80.78,166.04
2564602,26.18,39.26
2569639,86.16,210.6
2574442,45.2,104.73
2574564,115.88,341.13
2574576,65.57,163.67
2574621,52.8,58.07
2578220,52.8,126.71
2580697,98.32,176.88
2598876,76.03,190.07
2599942,139.76,694.4
2600082,161.56,274.54
2602353,73.18,183.73
2602425,30.99,46.48
2602457,117.67,199.76
2603077,48.19,61.33
2603681,79.83,159.66
2606034,50.23,50.23
2609750,102.24,164.22
2613175,142.05,326.5
2613450,442.66,567.78
2614642,98.45,179.63
2614690,266.09,410.76
2614691,63.36,227.03
2614960,136.63,249.99
2615553,41.28,114.04
2615575,125.68,159.74
2615756,48.43,150.68
2617069,53.04,86.81
2622141,28.93,46.02
2625302,42.83,92.8
2640455,112.13,183.51
2643273,61.19,112.58
2643521,79.19,89.75
2654701,77.46,184.87
2654883,94.87,305.99
2671021,68.35,150.69
2671215,65.57,137.8
2672434,73.91,126.71
2675317,38.94,141.18
2675722,79.37,149.69
2676915,113.05,187.0
2722897,104.98,104.98
2729537,89.64,908.3
2730315,73.6,324.38
2732704,139.38,139.38
2733564,68.8,194.93
2735473,117.03,335.73
2737953,82.36,139.38
2802064,91.92,229.9
2802593,35.47,72.3
2802612,64.51,107.37
2803078,47.52,72.86
2807215,70.23,101.21
2810721,46.46,89.75
2814175,60.28,84.39
2814601,45.77,110.87
2822645,59.27,92.43
2833565,76.03,190.07
2835019,121.43,174.23
2835075,74.76,125.44
2838784,54.91,215.28
2846405,40.67,71.33
2846831,399.96,399.96
2910461,38.01,82.7
2910765,72.86,160.16
2913101,52.8,79.19
2915024,109.5,145.67
2915681,48.23,176.75
2969236,66.13,88.8
2969677,94.08,177.39
2969850,89.51,273.76
2971317,121.75,151.72
2978541,364.68,994.59
2981259,73.91,95.03
2989075,47.38,58.9
2989082,76.03,228.08
2994596,50.85,217.12
2998927,83.41,89.75
3002495,161.74,250.15
3002684,30.88,129.88
3002687,72.86,234.41
3003679,68.64,290.38
3009788,48.0,121.54
3010075,59.97,126.12
3013371,101.37,190.07
3015005,73.04,500.22
3018047,136.21,210.12
3034276,95.03,116.16
3060607,65.89,122.91
3115677,79.19,79.19
3121431,56.56,134.32
3121902,57.02,139.38
3122047,88.3,197.67
3143096,27.16,87.44
3145983,178.27,325.8
3187889,38.25,85.0
3195329,79.19,79.19
3199535,121.43,316.78
3200412,112.77,139.38
3213635,52.09,101.47
3218615,49.63,152.05
3263591,68.64,168.94
3265216,120.38,164.72
3273563,84.48,231.25
3274576,52.8,99.25
3276402,90.81,164.19
3280451,55.97,177.23
3281936,75.08,179.61
3297670,71.43,159.74
3317426,211.14,211.14
3328602,60.13,194.4
3338082,76.03,121.43
3338269,71.27,186.94
3338631,68.64,95.03
3342165,75.35,100.46
3366911,118.01,352.41
3471506,96.05,120.84
3516138,54.74,139.21
3527608,37.48,56.29
3530748,37.44,37.44
3539219,38.21,123.94
3539500,45.78,93.18
3539572,45.4,84.48
3542604,57.46,97.25
3545548,127.48,127.48
3553396,46.43,113.56
3587290,64.55,982.31
3589189,79.19,137.27
3592135,79.19,348.45
3612670,30.91,1158.65
3613693,70.09,83.07
3627553,104.54,173.18
3632431,41.19,93.93
3632459,51.4,199.97
3633424,95.03,121.43
3636534,43.68,77.15
3646095,230.98,230.98
3647217,63.36,114.31
3647270,58.27,79.37
3689355,4774.52,4774.52
3697912,163.59,193.6
3745650,230.98,487.15
3755422,77.07,118.78
3755427,38.0,61.76
3755428,44.34,53.84
3755430,30.61,131.98
3755432,41.17,47.51
3755434,83.41,84.46
3755438,42.23,48.56
3755440,44.34,144.12
3755441,34.83,54.9
3755442,54.9,54.9
3755445,52.79,93.97
3755447,46.45,107.26
3755452,42.23,48.56
3755453,30.61,35.89
3755454,43.28,49.62
3755455,33.78,52.26
3755456,68.62,85.52
3755457,59.12,59.12
3755458,48.56,69.15
3755459,33.78,68.26
3755460,30.61,56.48
3755461,32.72,33.78
3755464,38.0,39.06
3755466,33.78,36.95
3755471,46.45,47.51
3755472,49.62,61.23
3755474,35.89,44.34
3755475,36.95,38.0
3755477,47.51,49.62
3755484,64.4,95.55
3755488,33.78,39.06
3755490,88.69,124.06
3755492,61.24,61.24
3755493,34.83,46.45
3755495,38.0,58.59
3755498,72.85,72.85
3755500,30.61,35.89
3755503,50.67,52.79
3755504,31.67,73.38
3755507,45.39,54.9
3755512,24.28,57.54
3755513,36.95,61.76
3755514,30.61,33.78
3755517,46.45,71.79
3755519,41.17,58.07
3755522,36.95,42.23
3755524,49.62,80.77
3755526,34.83,41.17
3755528,31.67,50.15
3755529,30.61,106.64
3755534,54.9,65.46
3755535,52.79,146.23
3755539,43.28,80.43
3755540,92.91,111.39
3755543,32.72,33.78
3755545,42.23,95.02
3755546,80.24,98.72
3755548,29.56,72.85
3755549,46.45,48.56
3755550,76.02,100.83
3755552,38.0,39.06
3755555,46.45,85.52
3755556,46.45,49.62
3755559,92.91,103.47
3755560,46.45,71.79
3755562,60.18,73.9
3755563,30.61,66.51
3755565,32.72,84.99
3755566,48.56,79.71
3755567,78.13,89.74
3755568,47.51,47.51
3755570,36.95,85.52
3755573,36.95,164.19
3755574,34.83,89.53
3755575,90.8,90.8
3755576,35.89,43.28
3755577,45.39,63.87
3755578,46.45,47.51
3755579,30.61,31.67
3755580,32.72,36.95
3755582,64.4,65.46
3755583,55.95,81.3
3755584,30.61,80.77
3755586,31.67,36.95
3755587,49.62,54.9
3755588,38.0,52.79
3755589,40.11,40.11
3755590,69.68,88.16
3755592,32.72,59.12
3755595,34.83,36.95
3755596,45.39,63.87
3755597,34.83,50.67
3755598,29.56,55.95
3755600,53.85,53.85
3755602,46.45,81.82
3755604,44.35,44.35
3755608,43.28,74.43
3755609,27.44,27.44
3755610,62.29,82.88
3755611,27.44,65.46
3755612,54.9,80.77
3755613,46.45,55.95
3755616,59.12,59.12
3755618,32.72,80.77
3755619,29.56,82.35
3755620,69.76,113.5
3755621,35.9,35.9
3755625,38.0,99.77
3755627,43.28,77.6
3755628,36.95,72.32
3755630,60.18,65.46
3755631,78.13,97.13
3755632,54.9,65.46
3755633,31.67,76.54
3755634,61.23,140.95
3755638,30.61,69.15
3755639,40.11,76.54
3755641,66.51,107.17
3755642,67.57,110.33
3755643,116.14,116.14
3755648,92.91,115.61
3755650,47.51,66.51
3755657,62.29,64.4
3755659,36.95,39.06
3755660,46.45,53.84
3755661,89.92,141.48
3755662,58.07,135.68
3755663,36.95,68.62
3755665,35.9,35.9
3755666,30.61,79.18
3755668,73.9,111.92
3755670,91.85,119.31
3765536,44.4,112.05
3814480,62.75,171.79
3818026,83.66,108.44
3819792,41.18,72.86
3821195,148.1,290.4
3849508,82.38,131.61
3857282,50.73,93.49
3874109,37.46,112.38
4066130,70.33,70.33
4087353,40.28,75.19
4121887,72.58,219.72
4125681,64.04,116.04
4127623,58.07,58.07
4135823,49.23,66.31
4137251,36.62,85.39
4138364,83.63,130.93
4156356,94.43,108.1
4168331,78.13,138.19
4207436,58.07,79.19
4215521,74.76,119.11
4215763,27.63,50.23
4220505,54.74,88.82
4222152,73.91,126.71
4236807,123.57,145.67
4301180,150.69,185.86
4301247,100.36,123.57
4352550,60.93,81.59
4353438,49.42,176.34
4358781,322.49,949.38
4359217,28.32,111.36
4363705,58.03,128.24
4388614,63.36,114.04
4389591,70.32,224.04
4406831,42.23,105.59
4415044,71.27,81.59
4424124,74.57,194.88
4424725,124.56,250.97
4424780,63.36,100.32
4431176,33.15,75.35
4433889,105.48,168.78
4437173,126.58,192.89
4437179,172.79,204.44
4439080,216.14,271.04
4451978,69.32,99.46
4453863,117.42,194.29
4454372,54.79,138.14
4466230,69.06,116.57
4472028,72.37,118.89
4489835,69.07,659.68
4490545,75.35,75.35
4497533,78.36,117.54
4499633,50.57,91.25
4518361,84.39,184.85
4532431,63.44,178.17
4532433,79.37,1003.62
4532436,127.29,159.31
4532451,75.65,196.86
4532453,151.75,334.58
4532455,83.38,144.67
4532457,102.32,257.37
4532461,99.86,437.72
4532462,49.13,182.71
4540922,74.39,255.86
4540938,65.15,163.86
4542308,44.71,49.67
4572404,32.15,60.28
4574529,38.18,74.34
4575750,105.59,205.9
4593090,67.31,198.82
4593092,100.5,301.99
4593494,90.42,120.55
4594100,86.53,112.59
4607644,93.93,93.93
4608546,63.36,82.36
4608745,62.3,79.19
4609319,143.6,255.54
4610631,50.68,101.37
4615111,94.94,168.78
4628925,59.28,82.94
4629841,41.81,54.49
4629957,64.15,85.53
4630181,41.66,48.23
4631926,84.48,137.27
4634089,50.68,107.7
4634245,73.91,237.58
4642805,87.4,87.4
4643857,97.65,313.03
4645520,84.47,277.88
4645529,65.47,171.08
4645549,62.3,140.51
4645556,52.96,181.37
4645586,61.05,188.89
4648064,73.6,448.78
4736909,45.21,47.22
4737031,49.93,191.38
4762607,68.64,126.71
4762741,95.53,169.79
4766686,104.54,146.77
4775113,60.19,60.19
4841511,113.91,126.58
4843378,83.85,137.77
4845747,35.05,35.05
4846179,85.39,120.56
4846190,59.07,109.5
4846208,35.03,83.4
4846685,69.4,185.85
4851236,83.41,104.54
4851350,259.65,259.65
4854092,62.49,105.24
4855133,83.26,115.09
4855666,47.52,52.8
4856017,58.07,110.87
4859561,95.03,126.71
4861502,59.55,105.17
4861852,61.41,79.37
4861856,58.77,111.29
4878628,58.27,109.5
4891649,47.02,107.5
4897473,43.6,62.29
4897482,62.59,174.8
4897902,60.58,118.54
4898043,56.87,78.7
4898417,74.34,132.61
4898437,128.59,318.47
4898448,55.56,90.37
4898450,101.97,222.26
4898467,69.32,333.54
4898480,72.33,106.49
4898483,79.37,124.57
4898488,80.87,184.85
4898493,59.77,215.89
4898496,43.6,62.29
4898508,42.19,69.12
4898520,62.59,128.09
4898534,109.5,165.76
4898591,77.36,130.6
4898610,89.41,169.78
4898627,69.62,245.13
4898633,98.45,189.88
4898640,60.28,93.04
4898647,110.01,149.69
4898652,130.6,316.96
4915534,135.63,330.48
4917671,90.42,210.97
4919607,125.68,300.39
4920702,54.25,99.86
4922388,161.2,293.0
4923672,56.26,56.26
4930436,72.23,120.38
4935073,62.59,113.52
4936783,92.03,232.91
4937122,34.08,58.43
4940660,92.4,102.95
4941218,73.18,101.78
4941684,65.4,89.51
4941869,24.02,33.63
4943593,60.03,139.39
4943595,158.74,381.75
4943597,102.66,268.03
4943599,79.87,196.65
4943606,109.5,255.18
4943614,62.89,160.97
4943615,76.25,178.46
4943616,71.73,152.7
4943618,97.94,175.81
4943632,74.0,155.72
4943657,49.23,110.51
4943659,110.61,234.08
4943661,84.39,232.69
4945963,120.38,120.38
4947404,93.34,136.21
4947707,79.65,199.57
4949734,86.09,850.15
4973994,240.04,283.71
4990494,124.59,329.45
4990598,65.72,167.95
4996138,170.89,252.16
4996803,123.63,489.47
4997749,75.35,95.44
4998414,134.31,170.13
4998732,122.27,229.96
5000173,219.07,282.36
5027936,55.12,92.92
5028024,200.63,284.05
5028030,90.13,356.68
5028032,46.46,99.33
5028314,50.23,88.41
5029373,65.44,170.14
5058381,62.33,121.56
5059862,104.48,199.92
5059869,112.98,189.01
5059870,108.75,187.09
5059878,127.58,240.1
5059879,73.91,121.43
5059885,105.97,218.45
5059892,74.97,183.73
5059895,67.31,188.87
5059912,55.25,86.53
5061518,63.67,180.94
5104594,75.31,133.41
5104595,109.82,173.18
5110408,70.79,140.06
5110409,93.98,199.58
5164988,68.64,137.27
5166795,60.28,80.37
5171877,150.04,203.28
5172615,75.35,86.4
5175726,20.13,43.62
5178910,90.42,354.64
5180434,84.99,129.4
5185035,43.08,158.39
5185288,52.8,116.16
5189764,55.64,108.3
5192877,211.19,211.19
5197811,121.09,182.58
5203718,106.84,237.96
5209833,64.03,102.24
5214700,95.03,179.51
5215626,26.62,54.36
5225624,45.14,168.53
5234412,65.92,75.62
5235540,35.52,54.81
5238422,108.97,337.05
5239004,68.16,93.99
5239509,36.96,68.64
5244035,120.46,170.65
5248033,90.23,125.21
5248530,84.48,263.98
5255245,130.6,298.38
5257863,79.37,79.37
5258734,39.29,39.29
5262164,52.34,267.96
5264536,125.58,125.58
5265045,60.28,70.33
5275635,73.91,142.55
5277359,126.71,147.83
5279212,55.25,100.46
5286332,105.59,126.71
5288246,65.3,65.3
5294577,58.07,72.86
5302869,23.36,34.08
5303051,80.37,130.6
5303777,28.55,33.31
5341829,58.43,68.15
5342523,60.19,89.75
5350806,73.43,133.23
5367387,101.29,132.61
5367759,90.99,132.22
5371592,60.78,109.94
5436456,152.94,210.13
5439367,120.55,349.41
5467529,56.14,222.8
5532304,147.3,353.74
5532742,54.49,77.29
5547944,45.4,83.42
5551188,52.27,93.28
5641107,50.37,76.03
5649845,83.38,162.19
5659063,268.2,631.44
5659871,63.3,63.3
5669007,111.54,390.4
5675092,120.12,291.17
5685829,60.8,103.22
5703429,95.03,117.66
5710272,54.85,151.97
5710288,170.0,315.72
5718614,136.21,173.17
5718615,51.74,105.59
5727914,157.99,530.45
5729270,42.69,58.56
5736590,105.04,158.02
5743663,63.51,146.71
5746720,85.39,85.39
5768488,100.64,100.64
5769038,59.28,241.11
5769404,91.92,164.22
5770128,109.5,159.74
5770615,81.01,117.34
5770921,58.77,100.46
5781210,153.71,1702.85
5787022,24.28,70.73
5794237,190.07,391.54
5811317,77.04,263.08
5811324,94.38,236.46
5811325,95.69,253.04
5811327,101.32,340.8
5811343,83.01,294.26
5811345,119.68,301.74
5813296,61.77,199.57
5813461,63.69,133.62
5821649,82.38,102.48
5823315,45.66,68.49
5824750,65.2,109.4
5824755,87.65,242.87
5834561,98.45,98.45
5835182,55.51,105.49
5835237,61.11,175.08
5835273,63.34,197.78
5837210,68.81,148.41
5837237,94.84,259.2
5837296,76.0,160.56
5837310,156.27,340.62
5859805,99.34,356.82
5860324,25.45,76.36
5861059,60.93,81.59
5862556,57.02,104.54
5862579,91.89,209.97
5862597,484.67,780.33
5862618,70.74,140.44
5867067,60.83,212.93
5867900,33.31,71.39
5867978,84.19,134.84
5868217,89.75,89.75
5873743,85.74,204.78
5878155,250.25,674.73
5878401,78.53,227.22
5878502,73.84,100.18
5880557,75.09,184.85
5883526,93.76,161.9
5891200,92.77,257.06
5892401,93.49,247.32
5896498,77.71,128.83
5905802,152.05,152.05
5907458,58.92,90.42
5911992,66.52,73.91
5913415,30.28,50.46
5921544,79.07,160.05
5924446,92.92,196.4
5924858,71.27,102.24
5925648,69.0,145.49
5925665,86.47,205.12
5925673,201.82,407.63
5925706,100.34,154.61
5933676,87.43,276.23
5943546,239.1,278.28
5944349,347.29,695.74
5944733,92.92,249.2
5945333,181.84,313.45
5961345,60.28,237.1
5966938,176.82,335.95
5986609,60.93,127.21
6114163,92.95,129.1
6125201,41.19,180.83
6125590,64.29,302.3
6130060,213.82,395.97
6149654,79.84,169.82
6166077,72.89,188.66
6170134,55.42,135.42
6170546,80.47,175.31
6176696,108.5,224.04
6180205,388.74,409.46
6180257,108.9,253.17
6180886,34.91,152.94
6190929,304.02,314.29
6203814,143.01,380.13
6250152,179.83,316.46
6251510,64.14,179.71
6252472,152.05,197.67
6253782,54.74,114.64
6258022,56.12,98.35
6258569,68.64,131.99
6262408,116.08,190.88
6280950,65.57,167.89
6281111,98.35,247.09
6325213,114.06,256.09
6341670,50.68,95.03
6343677,70.33,110.51
6344698,149.19,176.82
6347499,65.37,111.07
6348131,78.36,230.06
6357522,58.53,132.2
6357803,87.79,113.6
6366545,32.27,68.77
6367833,63.29,63.29
6376175,137.36,228.25
6376788,20.55,119.39
6379190,193.89,219.01
6380546,63.29,195.9
6384805,51.22,65.73
6385239,45.92,67.83
6389301,48.23,60.28
6393493,149.69,336.56
6393637,44.2,85.39
6394630,35.41,35.41
6404972,71.94,103.21
6405041,84.58,189.01
6405050,70.73,87.3
6405900,71.0,119.55
6406082,89.14,109.47
6406083,63.36,196.7
6410720,79.19,89.75
6417889,45.98,93.16
6419874,60.28,60.28
6422065,32.5,86.67
6422524,73.91,95.03
6423108,84.48,116.16
6424127,101.37,202.74
6425880,45.56,914.91
6427313,58.35,187.87
6427402,102.24,215.86
6429134,86.16,210.13
6429136,273.48,379.08
6429903,51.72,57.46
6429912,69.15,131.51
6429914,57.84,98.35
6431056,107.55,107.55
6432420,51.02,124.21
6460910,51.53,85.39
6477411,88.41,110.51
6477444,37.11,117.59
6481474,115.57,251.7
6482013,115.87,139.34
6491407,86.88,142.66
6493795,69.31,150.28
6494710,66.26,164.85
6497237,70.33,111.01
6497278,81.33,501.64
6502213,40.21,102.38
6503078,137.7,137.7
6509044,62.38,10163.49
6509499,71.83,132.61
6519792,53.6,110.51
6519986,52.72,115.58
6525668,50.68,76.03
6525965,61.06,161.24
6526261,76.86,145.67
6536309,116.99,172.79
6537481,12.06,12.06
6542442,81.38,108.5
6543070,43.63,48.01
6543146,136.85,304.11
6545854,64.54,2312.65
6546021,94.25,285.61
6548466,30.06,84.59
6548946,108.9,128.99
6558683,80.81,106.11
6568769,214.99,472.18
6571466,86.83,102.62
6578078,126.92,278.22
6579831,66.38,154.24
6580423,98.33,189.18
6580508,61.85,115.4
6580624,82.48,136.58
6582086,90.68,10382.98
6582863,121.18,247.54
6589758,61.84,243.02
6592115,104.54,210.13
6592302,62.7,220.42
6592923,50.64,73.33
6592926,768.54,1062.37
6592929,40.69,93.44
6592937,42.55,66.86
6592994,30.58,101.52
6593126,38.83,1311.71
6597336,62.55,119.89
6597516,103.22,240.82
6597545,103.22,134.49
6598077,19.5,37.12
6599262,113.37,213.73
6599859,22.83,22.83
6599877,22.5,37.06
6601324,50.57,103.62
6601364,41.62,180.91
6615569,130.68,280.72
6622107,57.18,156.37
6626945,65.74,162.67
6627525,101.32,252.01
6629907,50.81,68.21
6629975,65.64,82.22
6630170,37.81,115.21
6631054,60.63,98.91
6631058,42.51,74.8
6631071,40.42,92.83
6631074,48.5,108.5
6631075,63.66,150.69
6631076,50.66,94.94
6631078,59.68,89.67
6631079,41.19,58.27
6631080,62.65,68.32
6633677,94.07,121.87
6634146,37.18,87.79
6634342,76.43,174.54
6634499,91.92,122.9
6634692,60.93,71.27
6634882,65.84,170.42
6635840,98.12,123.84
6635873,87.79,190.03
6636523,105.48,105.48
6636760,139.95,139.95
6639417,108.5,118.54
6640086,80.37,80.37
6640193,73.33,121.56
6640319,76.31,169.55
6640448,69.29,69.29
6640505,95.44,110.51
6642728,101.37,120.38
6643260,47.52,68.64
6645882,45.21,60.28
6646013,82.36,114.04
6646208,25.12,54.25
6647803,62.3,83.41
6650784,119.32,258.71
6654127,62.28,104.49
6655359,53.24,70.33
6655860,72.33,72.33
6655928,98.45,126.59
6656361,130.6,130.6
6656372,65.42,165.32
6656988,78.24,78.24
6658065,72.58,125.58
6658897,235.08,723.34
6659383,45.21,90.42
6659444,70.05,140.11
6661209,101.37,126.71
6661299,44.35,63.36
6661443,38.01,83.41
6661578,52.8,79.19
6661691,77.29,107.7
6661810,79.19,89.75
6661951,89.75,146.77
6662659,126.71,126.71
6662913,206.17,374.59
6663243,76.03,126.71
6665386,136.31,136.31
6665907,66.21,145.72
6666733,99.37,204.85
6669425,83.53,136.21
6671893,85.26,89.75
6672114,117.84,315.72
6676531,37.39,67.76
6677819,107.77,189.88
6677902,110.02,333.89
6680455,44.2,77.36
6683524,132.61,165.76
6695929,115.58,163.12
6698306,161.48,297.72
6704723,50.23,90.42
6705258,72.1,251.15
6706118,56.54,66.82
6706128,38.68,87.4
6706657,44.2,71.63
6706823,60.28,102.48
6707044,26.18,54.73
6708134,63.29,277.28
6708401,35.16,70.33
6710791,55.25,132.61
6711055,66.31,99.46
6711912,53.6,53.6
6712162,35.41,64.19
6713923,29.23,127.86
6720238,35.83,35.83
6720555,92.83,214.39
6720898,117.81,591.4
6720912,84.94,122.54
6720922,116.62,501.65
6720938,49.17,127.61
6720946,132.17,196.11
6720987,124.32,1795.15
6720996,116.41,419.13
6723036,85.52,301.73
6724171,139.58,241.67
6724194,66.52,135.16
6724288,283.3,325.51
6724302,63.36,147.83
6724339,73.33,116.71
6724356,140.57,319.37
6724839,38.07,67.82
6730082,64.25,202.27
6730257,57.11,208.93
6731875,208.88,245.37
6732449,50.91,104.03
6734007,41.42,50.62
6738635,39.04,72.31
6750584,180.13,963.92
6750836,36.84,66.31
6751093,71.58,176.82
6751153,70.61,242.31
6751215,62.48,296.77
6755383,200.62,359.01
6755386,61.24,90.81
6755391,68.64,153.1
6755394,223.49,565.08
6755396,74.23,157.34
6755427,125.44,232.3
6755440,172.64,211.18
6755527,112.9,228.94
6758921,165.53,209.08
6759025,57.07,179.22
6759135,148.64,187.57
6807342,76.36,102.48
6811571,105.41,212.0
6811573,103.67,144.09
6812873,33.79,50.68
6841308,79.62,119.48
6845879,125.58,125.58
6846852,85.26,110.87
6847613,120.55,120.55
6847702,68.15,175.26
6847984,53.04,62.99
6848073,80.37,155.72
6848181,70.33,70.33
6848909,76.03,126.71
6851742,119.8,152.85
6851803,71.85,71.85
6853238,86.3,151.6
6853253,88.41,157.99
6853261,64.29,74.34
6856778,78.46,287.32
6857432,54.91,165.78
6866920,54.91,198.52
6867787,80.37,80.37
6868725,83.65,315.01
6871354,172.02,271.06
6871553,82.32,131.88
6872167,86.85,130.27
6872911,41.33,103.55
6880315,63.01,102.4
6880682,94.39,165.62
6880805,71.83,81.88
6881583,96.44,313.45
6883882,111.32,111.32
6885016,22.49,76.17
6885026,159.74,215.99
6885158,38.18,90.42
6885597,75.35,75.35
6885695,58.27,81.38
6885820,58.87,136.32
6885868,68.68,68.68
6886583,41.86,48.68
6886815,76.43,98.12
6888343,89.17,259.27
6888647,40.18,90.42
6890178,100.46,100.46
6890214,113.53,113.53
6890835,88.41,116.53
6891398,90.42,120.55
6891854,284.02,450.36
6893599,68.32,68.32
6894847,63.36,79.19
6895174,25.87,46.26
6896212,67.76,83.4
6899719,351.51,351.51
6900097,29.13,65.3
6900098,85.39,145.57
6901685,40.18,78.36
6901808,55.25,105.48
6901907,250.04,263.2
6903922,58.43,176.23
6904614,75.1,131.33
6904980,14.28,85.66
6907052,46.59,87.3
6907346,28.6,165.52
6910585,90.88,240.64
6913880,164.56,179.08
